CustomerID,Age,Product,Purchase_Value,Gender_Male,Gender_Unspecified,Country_Brazil,Country_Canada,Country_France,Country_Germany,Country_India,Country_Japan,Country_South Africa,Country_UK,Country_USA
CUST00043,35.0,Keyboard,2432.31,False,True,False,False,False,True,False,False,False,False,False
CUST00044,54.0,Smartphone,632.62,True,False,False,False,False,True,False,False,False,False,False
CUST00045,52.0,Laptop,2152.13,True,False,False,False,False,False,False,False,False,False,True
CUST00046,79.0,Keyboard,1343.47,False,False,False,True,False,False,False,False,False,False,False
CUST00047,62.0,Smartwatch,1054.0,False,True,False,True,False,False,False,False,False,False,False
CUST00048,41.0,Smartphone,1682.06,False,False,False,False,False,True,False,False,False,False,False
CUST00049,41.0,Laptop,2056.09,True,False,False,False,True,False,False,False,False,False,False
CUST00050,39.0,Speaker,92.25,False,False,False,False,False,False,True,False,False,False,False
CUST00051,66.0,Speaker,196.14,False,False,False,False,False,False,False,False,False,False,True
CUST00052,36.0,Smartphone,2576.81,False,False,False,False,False,False,False,True,False,False,False
CUST00053,30.0,Keyboard,2938.71,True,False,False,False,False,True,False,False,False,False,False
CUST00054,76.0,Camera,1282.48,False,True,False,False,False,False,False,True,False,False,False
CUST00055,74.0,Monitor,2969.45,False,True,True,False,False,False,False,False,False,False,False
CUST00056,48.0,Laptop,2878.47,False,True,False,False,False,False,True,False,False,False,False
CUST00057,54.0,Smartwatch,1951.3,False,True,False,False,False,False,False,False,False,False,True
CUST00058,72.0,Monitor,635.45,False,True,True,False,False,False,False,False,False,False,False
CUST00059,43.0,Keyboard,1582.63,True,False,False,False,False,True,False,False,False,False,False
CUST00060,38.0,Laptop,2463.55,False,True,False,False,False,False,False,True,False,False,False
CUST00061,74.0,Monitor,2626.85,True,False,False,False,False,False,True,False,False,False,False
CUST00062,79.0,Camera,691.42,False,False,False,False,False,False,False,False,False,True,False
CUST00063,24.0,Headphones,664.14,False,True,False,False,False,True,False,False,False,False,False
CUST00064,63.0,Camera,2673.97,True,False,False,False,False,False,False,False,False,False,True
CUST00065,55.0,Smartwatch,468.81,False,True,False,False,False,False,False,False,False,True,False
CUST00066,70.0,Keyboard,903.65,False,False,False,False,False,False,True,False,False,False,False
CUST00067,28.0,Keyboard,2433.44,False,False,False,False,False,False,False,False,False,False,False
CUST00068,19.0,Keyboard,1803.87,False,True,False,False,False,False,False,False,False,True,False
CUST00069,71.0,Smartwatch,1581.62,False,False,False,True,False,False,False,False,False,False,False
CUST00070,50.0,Tablet,2210.6,True,False,False,True,False,False,False,False,False,False,False
CUST00071,26.0,Monitor,1643.87,True,False,False,True,False,False,False,False,False,False,False
CUST00072,63.0,Camera,1406.37,False,False,False,False,False,False,True,False,False,False,False
CUST00073,68.0,Speaker,1870.97,True,False,False,True,False,False,False,False,False,False,False
CUST00074,68.0,Monitor,2652.11,False,True,False,False,False,False,False,False,False,False,False
CUST00075,25.0,Speaker,1120.91,True,False,False,False,False,False,False,False,False,False,False
CUST00076,71.0,Smartwatch,2937.57,False,False,False,False,False,True,False,False,False,False,False
CUST00077,49.0,Headphones,1323.95,False,False,False,False,False,True,False,False,False,False,False
CUST00078,74.0,Monitor,2363.86,False,True,False,False,False,False,False,False,False,False,False
CUST00079,73.0,Smartwatch,1331.05,False,False,False,False,True,False,False,False,False,False,False
CUST00080,51.0,Monitor,1752.2,True,False,False,False,False,False,False,False,False,False,True
CUST00081,22.0,Speaker,938.65,False,True,False,False,False,False,False,False,False,False,True
CUST00082,33.0,Smartphone,1811.96,False,True,False,False,True,False,False,False,False,False,False
CUST00083,24.0,Camera,2988.88,False,False,False,False,False,False,False,False,False,False,True
CUST00084,36.0,Headphones,1794.84,False,False,False,False,False,False,False,False,False,False,True
CUST00085,47.0,Smartphone,888.47,False,False,False,False,False,False,False,False,False,False,False
CUST00086,37.0,Mouse,1289.66,True,False,True,False,False,False,False,False,False,False,False
CUST00087,56.0,Camera,531.38,False,False,False,False,False,False,False,False,False,False,False
CUST00088,37.0,Laptop,1840.71,False,True,False,False,False,False,False,False,False,False,True
CUST00089,46.0,Speaker,1418.5,True,False,False,False,False,False,False,True,False,False,False
CUST00090,61.0,Smartwatch,1301.17,False,True,False,False,False,False,False,False,False,False,True
CUST00091,26.0,Monitor,1052.5,False,False,False,False,False,True,False,False,False,False,False
CUST00092,22.0,Smartphone,1861.5,False,True,False,False,False,False,True,False,False,False,False
CUST00093,76.0,Monitor,1156.29,False,True,False,False,False,False,False,True,False,False,False
CUST00094,48.0,Mouse,1694.25,False,False,False,False,False,False,False,False,False,False,False
CUST00095,52.0,Speaker,37.49,True,False,False,False,False,False,False,False,False,False,False
CUST00096,45.0,Laptop,712.69,False,True,False,False,False,False,False,True,False,False,False
CUST00097,54.0,Keyboard,2612.19,True,False,False,False,False,False,True,False,False,False,False
CUST00098,35.0,Headphones,101.6,False,False,False,False,False,False,False,False,True,False,False
CUST00099,41.0,Camera,1909.92,True,False,False,False,False,False,False,False,True,False,False
CUST00100,23.0,Smartphone,2116.76,True,False,True,False,False,False,False,False,False,False,False
CUST00101,27.0,Smartwatch,55.12,True,False,False,False,False,False,False,False,True,False,False
CUST00102,29.0,Smartwatch,85.34,True,False,False,False,False,False,False,False,True,False,False
CUST00103,61.0,Mouse,138.01,True,False,False,False,False,False,False,False,True,False,False
CUST00104,73.0,Tablet,2760.08,False,True,False,False,False,False,False,False,False,False,True
CUST00105,74.0,Mouse,2570.35,True,False,False,False,False,True,False,False,False,False,False
CUST00106,62.0,Keyboard,2147.91,False,True,False,False,False,False,False,False,False,False,True
CUST00107,38.0,Tablet,899.06,False,True,False,False,False,False,False,False,False,False,True
CUST00108,80.0,Tablet,1009.16,False,False,False,False,False,False,True,False,False,False,False
CUST00109,73.0,Monitor,2606.19,False,False,False,False,False,True,False,False,False,False,False
CUST00110,25.0,Speaker,1682.4,True,False,False,False,False,False,False,False,False,True,False
CUST00111,56.0,Smartwatch,1716.85,True,False,False,False,False,False,False,False,True,False,False
CUST00112,49.0,Mouse,86.18,False,False,False,False,True,False,False,False,False,False,False
CUST00113,49.0,Tablet,1544.07,True,False,False,False,False,False,False,False,False,False,False
CUST00114,19.0,Smartphone,1883.84,False,False,False,False,False,True,False,False,False,False,False
CUST00115,56.0,Camera,1409.48,False,False,False,True,False,False,False,False,False,False,False
CUST00116,24.0,Speaker,544.44,False,True,True,False,False,False,False,False,False,False,False
CUST00117,42.0,Smartwatch,306.88,False,False,False,False,False,False,False,True,False,False,False
CUST00118,22.0,Smartphone,1726.2,False,False,False,False,False,True,False,False,False,False,False
CUST00119,70.0,Headphones,2160.49,False,False,True,False,False,False,False,False,False,False,False
CUST00120,33.0,Camera,213.91,False,True,False,False,False,False,False,True,False,False,False
CUST00121,28.0,Keyboard,640.47,False,False,False,False,False,False,False,False,False,False,True
CUST00122,46.0,Laptop,2184.2,False,True,False,False,False,False,False,False,True,False,False
CUST00123,64.0,Speaker,1707.71,True,False,False,False,False,True,False,False,False,False,False
CUST00124,38.0,Keyboard,1203.73,False,True,False,False,False,False,False,False,False,False,False
CUST00125,25.0,Tablet,1932.64,False,True,False,False,False,False,False,False,False,True,False
CUST00126,49.0,Tablet,882.26,False,False,False,False,False,True,False,False,False,False,False
CUST00127,38.0,Keyboard,499.78,True,False,False,False,False,False,True,False,False,False,False
CUST00128,60.0,Keyboard,445.19,True,False,False,True,False,False,False,False,False,False,False
CUST00129,27.0,Smartwatch,306.41,False,False,False,False,False,False,False,False,False,True,False
CUST00130,23.0,Laptop,884.45,False,True,True,False,False,False,False,False,False,False,False
CUST00131,59.0,Speaker,1161.12,False,False,False,False,False,True,False,False,False,False,False
CUST00132,33.0,Laptop,2223.7,False,False,False,False,False,False,False,False,True,False,False
CUST00133,31.0,Tablet,2593.39,False,False,False,False,False,False,False,False,False,False,False
CUST00134,36.0,Tablet,1883.96,False,False,False,False,True,False,False,False,False,False,False
CUST00135,74.0,Speaker,2140.72,True,False,False,False,False,False,False,True,False,False,False
CUST00136,80.0,Keyboard,82.15,True,False,False,False,False,False,False,False,True,False,False
CUST00137,71.0,Laptop,158.4,False,False,False,False,False,False,False,False,False,True,False
CUST00138,63.0,Keyboard,2625.35,False,True,False,False,False,False,False,False,False,True,False
CUST00139,55.0,Mouse,1801.3,False,True,False,False,False,False,False,False,False,False,False
CUST00140,63.0,Camera,678.93,False,True,False,False,False,False,False,False,True,False,False
CUST00141,79.0,Camera,1043.92,True,False,False,True,False,False,False,False,False,False,False
CUST00142,73.0,Tablet,1822.37,False,False,False,True,False,False,False,False,False,False,False
CUST00143,49.0,Monitor,2536.48,True,False,False,False,False,False,False,False,True,False,False
CUST00144,49.0,Monitor,145.77,False,True,False,False,False,False,False,False,False,True,False
CUST00145,56.0,Smartwatch,2859.63,False,True,True,False,False,False,False,False,False,False,False
CUST00146,36.0,Smartphone,1374.12,True,False,False,True,False,False,False,False,False,False,False
CUST00147,41.0,Camera,135.42,True,False,True,False,False,False,False,False,False,False,False
CUST00148,31.0,Tablet,514.65,False,False,False,False,True,False,False,False,False,False,False
CUST00149,31.0,Camera,1530.3,False,False,False,True,False,False,False,False,False,False,False
CUST00150,43.0,Smartphone,1571.53,False,True,False,False,False,False,False,True,False,False,False
CUST00151,45.0,Smartwatch,2070.75,False,True,False,False,True,False,False,False,False,False,False
CUST00152,21.0,Keyboard,844.47,False,True,False,False,False,False,False,False,False,False,False
CUST00153,74.0,Monitor,796.22,False,False,False,False,False,False,False,False,False,False,False
CUST00154,51.0,Camera,1557.46,False,False,False,False,False,False,False,True,False,False,False
CUST00155,27.0,Monitor,213.34,False,True,False,False,False,True,False,False,False,False,False
CUST00156,79.0,Camera,306.91,False,False,False,False,True,False,False,False,False,False,False
CUST00157,49.0,Laptop,1942.16,True,False,True,False,False,False,False,False,False,False,False
CUST00158,58.0,Speaker,609.62,True,False,False,False,False,False,False,False,False,False,True
CUST00159,23.0,Smartwatch,41.23,False,True,False,False,False,True,False,False,False,False,False
CUST00160,38.0,Speaker,1194.18,True,False,False,False,True,False,False,False,False,False,False
CUST00161,67.0,Headphones,1942.39,True,False,False,False,False,False,False,False,False,False,True
CUST00162,24.0,Headphones,747.84,True,False,False,False,False,True,False,False,False,False,False
CUST00163,37.0,Tablet,1206.7,False,True,False,False,False,False,False,False,True,False,False
CUST00164,38.0,Mouse,800.52,True,False,False,False,True,False,False,False,False,False,False
CUST00165,69.0,Monitor,357.27,False,False,False,False,False,False,False,False,False,True,False
CUST00166,80.0,Camera,857.37,False,False,False,True,False,False,False,False,False,False,False
CUST00167,64.0,Mouse,1416.71,False,False,False,False,False,False,False,False,False,False,False
CUST00168,64.0,Smartphone,1564.98,False,False,False,False,True,False,False,False,False,False,False
CUST00169,78.0,Smartwatch,303.51,False,False,False,True,False,False,False,False,False,False,False
CUST00170,74.0,Laptop,485.12,True,False,False,False,True,False,False,False,False,False,False
CUST00171,23.0,Laptop,2319.68,False,True,False,False,False,False,False,False,False,False,True
CUST00172,40.0,Speaker,2808.56,False,False,False,False,False,False,False,False,False,True,False
CUST00173,21.0,Mouse,1845.41,False,False,False,False,False,False,True,False,False,False,False
CUST00174,69.0,Camera,2464.95,False,False,False,False,False,False,True,False,False,False,False
CUST00175,32.0,Camera,1028.74,True,False,False,False,False,False,False,False,False,False,True
CUST00176,79.0,Smartphone,2396.67,True,False,True,False,False,False,False,False,False,False,False
CUST00177,34.0,Smartwatch,68.33,False,True,False,False,False,False,False,False,False,False,False
CUST00178,43.0,Monitor,2492.34,False,False,False,False,False,False,False,False,True,False,False
CUST00179,47.0,Monitor,2542.35,False,False,False,False,False,False,True,False,False,False,False
CUST00180,31.0,Laptop,775.35,True,False,False,False,False,False,False,True,False,False,False
CUST00181,62.0,Smartphone,1333.54,True,False,False,False,False,False,False,False,True,False,False
CUST00182,34.0,Camera,514.59,False,False,False,False,False,False,False,False,False,False,False
CUST00183,25.0,Monitor,498.2,False,True,False,False,False,False,False,False,False,False,False
CUST00184,38.0,Mouse,1242.55,False,True,False,False,False,True,False,False,False,False,False
CUST00185,73.0,Camera,2175.14,False,False,False,False,False,False,False,False,False,False,True
CUST00186,32.0,Speaker,1950.1,False,True,False,False,False,False,False,False,False,False,True
CUST00187,27.0,Camera,521.25,True,False,False,False,False,False,False,False,False,False,True
CUST00188,49.0,Camera,965.33,True,False,False,False,False,False,False,False,False,True,False
CUST00189,35.0,Monitor,2443.53,False,False,False,False,False,False,False,False,False,False,True
CUST00190,59.0,Camera,2789.18,False,False,False,True,False,False,False,False,False,False,False
CUST00191,35.0,Mouse,2763.57,False,True,False,False,True,False,False,False,False,False,False
CUST00192,37.0,Monitor,1581.67,True,False,False,False,False,False,False,False,True,False,False
CUST00193,53.0,Tablet,1622.6,True,False,False,False,False,False,False,False,False,False,True
CUST00194,67.0,Tablet,1708.46,False,True,False,False,False,False,False,False,False,True,False
CUST00195,58.0,Headphones,2353.25,False,True,False,False,False,True,False,False,False,False,False
CUST00196,36.0,Keyboard,2699.38,False,False,True,False,False,False,False,False,False,False,False
CUST00197,39.0,Laptop,1088.5,False,True,False,False,False,False,False,False,True,False,False
CUST00198,59.0,Monitor,1440.16,False,True,False,False,False,False,False,False,True,False,False
CUST00199,42.0,Keyboard,1377.75,False,True,True,False,False,False,False,False,False,False,False
CUST00200,42.0,Camera,2681.68,True,False,True,False,False,False,False,False,False,False,False
CUST00201,23.0,Keyboard,908.35,True,False,False,False,False,False,False,False,False,True,False
CUST00202,42.0,Smartphone,1289.5,True,False,False,False,False,False,True,False,False,False,False
CUST00203,59.0,Headphones,2908.55,False,True,False,True,False,False,False,False,False,False,False
CUST00204,22.0,Keyboard,2425.49,False,True,False,False,False,False,False,False,False,False,True
CUST00205,56.0,Mouse,732.01,False,False,False,False,False,False,False,True,False,False,False
CUST00206,69.0,Smartwatch,2824.67,False,False,False,False,False,False,False,False,True,False,False
CUST00207,72.0,Smartphone,2105.63,False,False,False,False,False,False,True,False,False,False,False
CUST00208,51.0,Camera,286.03,False,True,False,True,False,False,False,False,False,False,False
CUST00209,79.0,Laptop,228.33,False,False,False,False,True,False,False,False,False,False,False
CUST00210,76.0,Speaker,1648.52,False,False,False,False,False,False,True,False,False,False,False
CUST00211,80.0,Camera,2310.04,False,False,False,False,False,False,False,False,False,False,True
CUST00212,50.0,Laptop,1917.52,True,False,False,False,False,False,False,True,False,False,False
CUST00213,22.0,Speaker,237.78,False,False,False,False,False,True,False,False,False,False,False
CUST00214,65.0,Camera,1312.4,False,False,False,False,False,False,True,False,False,False,False
CUST00215,36.0,Headphones,2538.96,True,False,False,False,False,False,False,False,False,False,False
CUST00216,22.0,Camera,1418.85,False,False,True,False,False,False,False,False,False,False,False
CUST00217,22.0,Camera,1281.82,False,False,False,False,False,False,True,False,False,False,False
CUST00218,72.0,Smartwatch,1448.65,False,True,False,False,False,False,False,False,False,False,False
CUST00219,72.0,Smartwatch,1492.78,True,False,True,False,False,False,False,False,False,False,False
CUST00220,27.0,Speaker,2729.14,False,False,False,False,False,False,False,False,False,False,True
CUST00221,59.0,Speaker,1813.19,True,False,True,False,False,False,False,False,False,False,False
CUST00222,34.0,Monitor,742.66,False,True,False,False,False,False,False,True,False,False,False
CUST00223,80.0,Mouse,2480.55,False,False,False,False,False,False,False,False,False,False,False
CUST00224,66.0,Monitor,413.46,False,True,False,False,False,False,False,False,False,True,False
CUST00225,77.0,Keyboard,2928.86,False,True,False,False,False,False,False,False,False,False,False
CUST00226,51.0,Keyboard,2701.47,True,False,False,False,False,False,False,False,False,False,False
CUST00227,56.0,Smartwatch,710.48,True,False,False,False,False,False,False,False,True,False,False
CUST00228,30.0,Speaker,2550.35,False,True,False,False,False,False,False,False,False,True,False
CUST00229,78.0,Monitor,354.7,False,True,False,False,False,True,False,False,False,False,False
CUST00230,74.0,Monitor,2484.1,False,False,False,False,False,False,False,True,False,False,False
CUST00231,19.0,Mouse,1561.39,True,False,False,False,False,False,False,False,True,False,False
CUST00232,53.0,Speaker,150.71,True,False,False,False,False,False,False,False,False,False,True
CUST00233,24.0,Monitor,2199.21,True,False,False,False,False,False,False,False,True,False,False
CUST00234,71.0,Tablet,690.24,False,True,False,False,False,False,False,False,False,False,True
CUST00235,28.0,Smartphone,2074.2,False,False,False,False,False,False,False,False,True,False,False
CUST00236,41.0,Monitor,2684.34,True,False,False,False,False,True,False,False,False,False,False
CUST00237,75.0,Headphones,1583.01,False,False,False,False,False,False,False,False,False,True,False
CUST00238,77.0,Speaker,1326.26,False,True,True,False,False,False,False,False,False,False,False
CUST00239,55.0,Keyboard,1414.22,False,True,False,False,False,False,True,False,False,False,False
CUST00240,59.0,Mouse,2073.5,True,False,False,False,False,False,False,False,True,False,False
CUST00241,45.0,Laptop,1122.57,False,True,False,False,False,False,False,False,False,True,False
CUST00242,59.0,Keyboard,842.4,False,False,False,False,False,False,False,False,True,False,False
CUST00243,68.0,Keyboard,120.75,False,True,False,False,False,False,False,False,False,False,True
CUST00244,61.0,Mouse,345.92,True,False,False,True,False,False,False,False,False,False,False
CUST00245,49.0,Mouse,2257.47,False,False,False,False,False,False,False,False,False,False,False
CUST00246,30.0,Headphones,644.03,True,False,False,False,False,False,False,False,True,False,False
CUST00247,69.0,Smartphone,1368.49,False,False,False,False,True,False,False,False,False,False,False
CUST00248,31.0,Mouse,2595.23,False,True,False,False,False,False,False,False,False,False,False
CUST00249,63.0,Headphones,1829.37,False,True,False,True,False,False,False,False,False,False,False
CUST00250,20.0,Smartphone,2320.29,False,False,False,True,False,False,False,False,False,False,False
CUST00251,59.0,Tablet,527.32,False,True,False,False,False,False,False,False,False,False,False
CUST00252,72.0,Mouse,2774.63,True,False,False,False,True,False,False,False,False,False,False
CUST00253,19.0,Monitor,1375.98,True,False,False,False,False,False,False,False,False,False,False
CUST00254,66.0,Laptop,430.38,False,True,False,False,False,False,False,True,False,False,False
CUST00255,49.0,Tablet,1316.06,True,False,False,False,False,False,False,False,True,False,False
CUST00256,57.0,Smartphone,338.91,False,False,False,True,False,False,False,False,False,False,False
CUST00257,25.0,Smartphone,916.4,True,False,False,False,True,False,False,False,False,False,False
CUST00258,74.0,Smartwatch,2895.56,True,False,False,False,False,False,False,True,False,False,False
CUST00259,70.0,Speaker,1860.08,False,False,False,False,False,False,False,True,False,False,False
CUST00260,26.0,Laptop,1327.03,False,True,True,False,False,False,False,False,False,False,False
CUST00261,63.0,Keyboard,2076.38,False,True,False,False,False,False,False,False,False,False,False
CUST00262,46.0,Smartphone,1227.56,False,True,False,False,False,False,True,False,False,False,False
CUST00263,72.0,Camera,1383.51,True,False,False,False,False,False,True,False,False,False,False
CUST00264,64.0,Mouse,744.77,True,False,False,False,False,False,False,False,False,True,False
CUST00265,77.0,Camera,158.62,True,False,False,True,False,False,False,False,False,False,False
CUST00266,21.0,Camera,2183.31,False,True,False,False,False,False,False,True,False,False,False
CUST00267,35.0,Headphones,143.06,False,True,False,True,False,False,False,False,False,False,False
CUST00268,79.0,Mouse,589.53,False,True,False,False,False,False,False,False,True,False,False
CUST00269,49.0,Keyboard,1155.43,False,False,False,False,False,False,False,False,False,True,False
CUST00270,48.0,Smartphone,2930.26,False,True,True,False,False,False,False,False,False,False,False
CUST00271,55.0,Speaker,2276.59,False,True,False,False,False,True,False,False,False,False,False
CUST00272,19.0,Headphones,1065.75,True,False,False,False,False,False,False,False,False,False,True
CUST00273,50.0,Keyboard,106.88,False,True,False,False,False,False,False,False,True,False,False
CUST00274,42.0,Monitor,750.69,True,False,False,True,False,False,False,False,False,False,False
CUST00275,71.0,Smartwatch,2358.31,False,True,False,False,False,False,False,False,False,False,False
CUST00276,63.0,Speaker,2445.78,False,False,False,False,False,False,False,False,True,False,False
CUST00277,30.0,Mouse,1310.35,True,False,False,True,False,False,False,False,False,False,False
CUST00278,76.0,Laptop,2022.16,True,False,False,False,False,False,False,False,False,False,False
CUST00279,63.0,Tablet,1470.7,False,False,False,False,False,False,False,True,False,False,False
CUST00280,49.0,Speaker,445.58,True,False,False,False,False,False,False,False,False,False,False
CUST00281,23.0,Tablet,1070.55,True,False,False,False,False,True,False,False,False,False,False
CUST00282,47.0,Monitor,2543.14,True,False,False,False,False,False,False,False,False,False,True
CUST00283,35.0,Smartwatch,2755.3,True,False,False,False,False,False,False,False,False,False,True
CUST00284,51.0,Laptop,1972.45,True,False,False,False,True,False,False,False,False,False,False
CUST00285,52.0,Smartwatch,2393.49,False,False,False,False,False,False,False,False,False,False,True
CUST00286,45.0,Smartwatch,2816.44,False,True,False,False,False,True,False,False,False,False,False
CUST00287,46.0,Laptop,1575.82,False,True,False,True,False,False,False,False,False,False,False
CUST00288,44.0,Speaker,289.06,True,False,True,False,False,False,False,False,False,False,False
CUST00289,64.0,Laptop,1012.53,False,False,False,False,False,False,False,False,True,False,False
CUST00290,63.0,Headphones,1445.17,False,True,False,False,False,True,False,False,False,False,False
CUST00291,29.0,Mouse,422.29,False,False,False,False,False,False,False,False,True,False,False
CUST00292,34.0,Laptop,2512.71,False,False,False,False,False,False,False,False,True,False,False
CUST00293,35.0,Smartphone,2602.08,False,False,False,False,False,False,False,False,True,False,False
CUST00294,80.0,Tablet,2457.08,False,False,False,False,False,False,False,True,False,False,False
CUST00295,76.0,Speaker,2692.51,False,False,False,False,False,False,False,False,False,False,True
CUST00296,39.0,Headphones,1574.66,True,False,False,False,True,False,False,False,False,False,False
CUST00297,29.0,Smartphone,55.2,False,True,False,False,False,False,False,False,False,True,False
CUST00298,44.0,Tablet,665.76,False,True,False,False,False,False,True,False,False,False,False
CUST00299,70.0,Monitor,2642.4,True,False,True,False,False,False,False,False,False,False,False
CUST00300,32.0,Monitor,245.66,False,True,False,True,False,False,False,False,False,False,False
CUST00301,49.0,Laptop,2634.39,False,True,False,True,False,False,False,False,False,False,False
CUST00302,21.0,Headphones,374.59,False,True,False,False,False,True,False,False,False,False,False
CUST00303,75.0,Smartphone,1598.87,False,False,False,True,False,False,False,False,False,False,False
CUST00304,32.0,Smartphone,2232.02,True,False,False,False,False,False,False,False,False,False,False
CUST00305,29.0,Camera,2533.74,False,False,False,False,False,False,False,True,False,False,False
CUST00306,75.0,Laptop,1919.87,False,True,False,False,False,False,False,False,True,False,False
CUST00307,57.0,Tablet,2251.29,False,True,True,False,False,False,False,False,False,False,False
CUST00308,33.0,Headphones,659.43,False,False,False,False,False,False,False,False,True,False,False
CUST00309,59.0,Speaker,2771.71,False,True,False,False,True,False,False,False,False,False,False
CUST00310,39.0,Headphones,407.07,False,True,False,False,False,False,False,False,False,False,False
CUST00311,61.0,Smartphone,1601.48,False,True,False,False,False,True,False,False,False,False,False
CUST00312,76.0,Smartwatch,1851.97,False,False,False,False,False,False,False,False,False,True,False
CUST00313,70.0,Headphones,1269.23,False,False,False,False,True,False,False,False,False,False,False
CUST00314,33.0,Mouse,2220.0,False,False,False,False,False,False,False,True,False,False,False
CUST00315,56.0,Smartwatch,509.95,False,True,False,False,False,False,False,False,True,False,False
CUST00316,25.0,Smartphone,2189.57,False,False,False,False,False,False,False,False,True,False,False
CUST00317,66.0,Speaker,191.76,False,False,False,False,False,False,False,True,False,False,False
CUST00318,68.0,Tablet,1640.55,True,False,False,False,False,False,False,True,False,False,False
CUST00319,75.0,Mouse,2391.68,True,False,False,False,False,False,False,True,False,False,False
CUST00320,35.0,Speaker,2889.59,True,False,False,False,False,False,True,False,False,False,False
CUST00321,21.0,Laptop,533.22,False,True,False,False,False,False,True,False,False,False,False
CUST00322,19.0,Mouse,2851.54,True,False,False,False,False,False,False,False,False,False,False
CUST00323,38.0,Smartwatch,2148.28,False,False,False,False,False,False,True,False,False,False,False
CUST00324,62.0,Monitor,2116.74,False,True,False,False,False,False,False,True,False,False,False
CUST00325,53.0,Mouse,1513.12,True,False,False,False,False,True,False,False,False,False,False
CUST00326,46.0,Camera,2595.65,True,False,True,False,False,False,False,False,False,False,False
CUST00327,67.0,Monitor,2891.93,True,False,True,False,False,False,False,False,False,False,False
CUST00328,55.0,Keyboard,1889.43,False,True,True,False,False,False,False,False,False,False,False
