CustomerID,Age,Gender,EducationLevel,Income,LoanApproved
CUST04190,56,Female,PhD,27199.2,False
CUST04764,70,Female,PhD,67549.01,False
CUST02096,62,Male,PhD,82102.44,False
CUST02901,75,Female,Associate Degree,91718.09,True
CUST04463,22,Male,PhD,96149.07,True
CUST00651,56,Male,Associate Degree,109064.04,False
CUST00709,50,Unspecified,High School,84594.18,True
CUST01481,45,Unspecified,Associate Degree,58032.16,False
CUST04415,35,Unspecified,Master's Degree,37028.44,True
CUST03066,38,Unspecified,Associate Degree,105496.65,True
CUST02396,32,Male,High School,99005.22,True
CUST01770,66,Female,High School,105601.52,True
CUST00315,40,Male,Master's Degree,81722.91,False
CUST03762,49,Female,High School,48099.31,True
CUST04910,52,Female,Associate Degree,31256.75,True
CUST00114,38,Unspecified,High School,145577.45,True
CUST00961,21,Female,Associate Degree,87071.71,False
CUST02911,31,Male,Bachelor's Degree,33375.34,False
CUST03406,32,Male,Associate Degree,74257.17,False
CUST01624,35,Female,Master's Degree,68345.4,False
CUST03323,48,Male,Master's Degree,62436.69,True
CUST05000,41,Unspecified,Bachelor's Degree,43775.31,False
CUST01819,67,Female,High School,74702.35,True
CUST03195,52,Female,High School,112999.54,True
CUST03008,50,Unspecified,Associate Degree,137029.61,True
CUST03415,29,Female,High School,69393.27,False
CUST04529,36,Unspecified,High School,109385.85,True
CUST01898,26,Unspecified,Bachelor's Degree,101296.6,True
CUST01919,57,Unspecified,Bachelor's Degree,99643.96,True
CUST01271,33,Female,Master's Degree,54373.03,False
CUST04177,26,Female,Master's Degree,82003.58,False
CUST04963,44,Male,Associate Degree,142906.54,True
CUST04884,45,Male,PhD,63853.24,False
CUST04095,30,Female,PhD,111120.74,True
CUST03160,48,Female,Bachelor's Degree,31584.81,False
CUST01814,33,Female,Master's Degree,141448.45,True
CUST02427,40,Unspecified,Bachelor's Degree,52467.05,False
CUST03951,21,Unspecified,Master's Degree,76280.88,True
CUST04429,50,Male,PhD,62323.86,True
CUST02143,56,Unspecified,Master's Degree,57987.63,True
CUST01627,45,Unspecified,Associate Degree,84287.19,True
CUST00790,57,Unspecified,Associate Degree,117006.91,False
CUST03787,30,Female,PhD,104839.95,True
CUST01865,23,Male,PhD,38868.03,True
CUST02866,39,Unspecified,High School,144279.97,True
CUST00872,46,Male,Bachelor's Degree,57122.11,True
CUST03272,63,Female,High School,97768.35,False
CUST03834,28,Female,Master's Degree,47746.74,False
CUST00074,65,Unspecified,Associate Degree,137135.51,True
CUST01753,27,Female,Bachelor's Degree,45367.16,True
CUST01422,37,Unspecified,Associate Degree,37619.23,False
CUST04222,39,Unspecified,High School,79016.27,False
CUST04694,67,Male,PhD,68727.96,True
CUST04370,18,Male,High School,74169.83,True
CUST04576,20,Female,Master's Degree,134188.28,True
CUST03810,56,Unspecified,Associate Degree,49090.64,False
CUST02245,30,Unspecified,Associate Degree,79813.81,False
CUST03048,35,Female,PhD,83316.26,True
CUST02446,79,Unspecified,Associate Degree,44568.37,False
CUST00495,72,Male,PhD,146158.76,True
CUST03131,22,Male,High School,121974.01,False
CUST04322,21,Male,Associate Degree,49942.56,True
CUST04398,51,Female,Bachelor's Degree,86231.8,False
CUST01165,43,Female,PhD,56654.54,True
CUST03735,23,Male,Master's Degree,130212.13,True
CUST01731,70,Female,Associate Degree,147138.68,True
CUST04813,67,Unspecified,PhD,125740.64,True
CUST02403,41,Male,Master's Degree,89040.8,True
CUST03404,48,Female,Master's Degree,105201.5,True
CUST00619,41,Unspecified,PhD,143870.64,True
CUST01698,75,Male,High School,21964.52,False
CUST03594,67,Unspecified,High School,47587.4,False
CUST01958,70,Female,High School,131917.31,True
CUST01222,55,Male,Bachelor's Degree,86911.38,True
CUST02074,68,Female,High School,87698.1,False
CUST03411,26,Male,Master's Degree,105993.61,True
CUST00870,56,Female,Master's Degree,134526.49,True
CUST02719,24,Male,Master's Degree,121826.82,True
CUST01043,80,Male,PhD,114266.77,True
CUST01362,72,Male,Master's Degree,75976.61,False
CUST00357,65,Female,Bachelor's Degree,55199.08,False
CUST01163,29,Male,Associate Degree,34906.99,False
CUST02766,39,Female,High School,131903.48,True
CUST03253,35,Male,Associate Degree,118625.63,False
CUST01439,53,Unspecified,Master's Degree,95467.36,False
CUST03604,69,Unspecified,Associate Degree,59300.43,False
CUST04941,75,Female,Master's Degree,86231.57,False
CUST04594,70,Female,Master's Degree,33417.93,True
CUST03640,80,Unspecified,Bachelor's Degree,22052.06,False
CUST01254,72,Unspecified,High School,125468.31,True
CUST03366,29,Male,High School,89086.09,False
CUST00333,36,Unspecified,Associate Degree,91855.77,True
CUST03695,50,Unspecified,Bachelor's Degree,45935.41,False
CUST03569,33,Female,Bachelor's Degree,100809.8,True
CUST02729,51,Female,PhD,37599.03,False
CUST03668,62,Female,PhD,103113.23,True
CUST01631,68,Unspecified,PhD,146240.79,False
CUST01117,73,Unspecified,Associate Degree,87538.5,True
CUST01850,60,Male,High School,78236.64,False
CUST03555,51,Male,Associate Degree,116712.0,True
CUST03154,63,Unspecified,High School,129749.21,False
CUST03266,24,Female,Bachelor's Degree,74795.77,False
CUST01666,79,Male,Associate Degree,79185.78,False
CUST00446,18,Unspecified,PhD,138936.37,True
CUST02246,49,Unspecified,Associate Degree,87280.58,False
CUST00453,37,Unspecified,Associate Degree,48317.36,True
CUST01552,70,Male,Bachelor's Degree,107992.6,True
CUST04435,34,Unspecified,Associate Degree,125980.66,True
CUST02955,23,Unspecified,High School,44306.47,False
CUST00015,24,Unspecified,PhD,65830.22,True
CUST03629,48,Male,PhD,79421.0,False
CUST00946,57,Male,Master's Degree,137907.09,True
CUST00248,26,Unspecified,Associate Degree,110594.58,True
CUST04698,38,Unspecified,Master's Degree,76135.37,True
CUST00361,40,Female,Bachelor's Degree,44152.53,True
CUST04657,80,Female,Associate Degree,148685.27,True
CUST01615,24,Female,PhD,131959.28,False
CUST02304,44,Female,PhD,63196.18,False
CUST04142,41,Male,Associate Degree,28559.26,False
CUST03169,31,Unspecified,PhD,138630.48,True
CUST02479,71,Unspecified,High School,82270.87,False
CUST04215,23,Unspecified,Bachelor's Degree,44330.18,False
CUST04181,28,Male,Associate Degree,104261.91,True
CUST04885,22,Female,PhD,149246.25,True
CUST03164,29,Male,PhD,109320.48,True
CUST00491,52,Female,Associate Degree,116814.99,False
CUST00863,59,Female,Associate Degree,113327.17,True
CUST01741,39,Female,High School,122773.35,False
CUST04100,76,Female,PhD,61140.19,True
CUST04386,42,Unspecified,Bachelor's Degree,46464.59,True
CUST02448,56,Unspecified,PhD,27330.18,False
CUST04231,80,Male,Associate Degree,128806.36,False
CUST00507,79,Male,High School,100340.42,True
CUST02678,36,Female,High School,76699.89,True
CUST02996,22,Male,Associate Degree,58238.88,False
CUST01943,54,Male,High School,92363.59,True
CUST01223,67,Female,Master's Degree,74814.91,True
CUST01114,46,Male,High School,45260.7,False
CUST01906,62,Unspecified,High School,84651.77,False
CUST03424,30,Female,Bachelor's Degree,131795.1,True
CUST01878,32,Female,PhD,124436.28,True
CUST04673,25,Unspecified,Bachelor's Degree,66282.33,True
CUST00434,47,Unspecified,PhD,82641.8,False
CUST02365,29,Male,High School,46865.17,False
CUST03155,49,Female,Master's Degree,97319.94,True
CUST02836,57,Male,Associate Degree,55510.73,False
CUST02093,25,Male,Associate Degree,68379.21,False
CUST03011,36,Female,Bachelor's Degree,77413.42,True
CUST03163,23,Male,High School,79915.12,True
CUST02946,54,Unspecified,Associate Degree,35177.31,True
CUST03917,32,Unspecified,Associate Degree,100824.54,True
CUST02917,41,Female,Associate Degree,38517.3,False
CUST01103,27,Male,Associate Degree,22747.65,True
CUST01449,49,Female,PhD,130748.14,True
CUST01721,38,Female,Associate Degree,123154.74,True
CUST04519,23,Female,Bachelor's Degree,96520.03,True
CUST03843,76,Female,Bachelor's Degree,136444.58,True
CUST00157,60,Male,Master's Degree,53212.92,True
CUST02979,43,Unspecified,Associate Degree,58204.88,False
CUST01774,79,Unspecified,Master's Degree,26889.02,True
CUST00616,78,Male,Master's Degree,65704.52,False
CUST00644,44,Male,Master's Degree,30540.53,True
CUST01936,18,Female,Bachelor's Degree,69577.72,False
CUST04278,70,Female,PhD,143141.66,True
CUST01069,25,Male,Associate Degree,146913.33,True
CUST04455,64,Male,Associate Degree,28802.73,False
CUST04155,44,Male,Associate Degree,73292.32,True
CUST04240,24,Unspecified,High School,145828.1,False
CUST04869,18,Female,PhD,35646.52,False
CUST00331,37,Female,Master's Degree,41434.25,True
CUST02058,62,Female,Master's Degree,131213.23,True
CUST02647,63,Female,PhD,42523.55,False
CUST02192,78,Unspecified,Associate Degree,43532.46,False
CUST00623,27,Male,Master's Degree,132443.69,True
CUST01596,64,Unspecified,PhD,35510.68,False
CUST02916,63,Female,Bachelor's Degree,128785.75,False
CUST04822,55,Male,Associate Degree,51563.49,False
CUST03899,77,Male,Bachelor's Degree,112836.9,True
CUST01920,69,Male,Master's Degree,24855.78,True
CUST04174,49,Unspecified,Master's Degree,140202.2,True
CUST04478,78,Male,PhD,24155.26,False
CUST00756,57,Unspecified,PhD,34954.4,False
CUST00519,22,Male,High School,131068.13,True
CUST03804,31,Unspecified,PhD,92598.15,True
CUST00033,70,Female,Associate Degree,148904.98,False
CUST02938,41,Unspecified,Master's Degree,149219.08,True
CUST01158,52,Male,Bachelor's Degree,92535.19,True
CUST00745,72,Unspecified,Associate Degree,135834.52,True
CUST01498,37,Female,Bachelor's Degree,51323.36,True
CUST03460,77,Unspecified,Bachelor's Degree,34209.44,True
CUST03756,44,Unspecified,Associate Degree,52696.48,False
CUST02592,66,Female,High School,83478.9,True
CUST00784,23,Female,PhD,141100.45,False
CUST03494,71,Male,Master's Degree,124951.73,True
CUST02950,79,Female,Associate Degree,45711.8,False
CUST00230,54,Male,High School,72005.22,True
CUST00858,28,Male,Bachelor's Degree,134982.27,False
CUST02267,47,Male,Master's Degree,48393.28,False
CUST04275,42,Male,Bachelor's Degree,95309.08,True
CUST00409,77,Female,High School,21097.66,True
CUST00171,35,Male,Associate Degree,140233.09,True
CUST00541,61,Female,Bachelor's Degree,64276.54,True
CUST02211,63,Female,Bachelor's Degree,122181.65,False
CUST02305,77,Male,Bachelor's Degree,119295.44,False
CUST02568,21,Female,Bachelor's Degree,137442.63,True
CUST00614,78,Male,Bachelor's Degree,105953.27,False
CUST02102,39,Female,PhD,136643.85,True
CUST01809,37,Male,Associate Degree,101646.75,False
CUST03439,23,Male,Bachelor's Degree,49176.74,True
CUST01162,79,Unspecified,High School,78175.83,True
CUST04226,61,Unspecified,Master's Degree,94352.3,True
CUST03120,40,Female,Associate Degree,60833.22,True
CUST03653,77,Unspecified,Bachelor's Degree,121922.09,True
CUST01611,34,Unspecified,Associate Degree,83832.18,False
CUST01933,66,Female,High School,116162.04,True
CUST03028,77,Male,Bachelor's Degree,35509.53,True
CUST00565,50,Unspecified,Associate Degree,75688.21,True
CUST03572,79,Unspecified,PhD,125980.22,True
CUST04248,47,Female,Master's Degree,123938.79,True
CUST02389,72,Unspecified,Bachelor's Degree,133759.69,True
CUST01472,80,Unspecified,Bachelor's Degree,136511.9,True
CUST02631,71,Unspecified,Master's Degree,56590.85,True
CUST01836,67,Male,Bachelor's Degree,72248.55,False
CUST04929,37,Unspecified,Associate Degree,129484.57,True
CUST03476,52,Male,Bachelor's Degree,117831.71,True
CUST01534,56,Unspecified,Master's Degree,65858.73,False
CUST04328,40,Female,PhD,118544.98,True
CUST02485,24,Unspecified,Bachelor's Degree,20287.75,False
CUST04208,33,Female,High School,32213.1,False
CUST01173,38,Unspecified,Associate Degree,32556.76,True
CUST01428,79,Male,High School,78808.5,False
CUST00326,60,Female,Master's Degree,80868.15,True
CUST01052,60,Unspecified,Master's Degree,106756.1,True
CUST03320,61,Female,Associate Degree,27940.94,False
CUST04722,33,Female,Associate Degree,117568.97,True
CUST03865,34,Unspecified,Bachelor's Degree,128743.35,True
CUST02604,37,Female,Master's Degree,37025.53,True
CUST01739,39,Male,Master's Degree,131248.82,False
CUST01197,72,Female,High School,83266.57,False
CUST00621,32,Unspecified,Master's Degree,102551.71,True
CUST01375,39,Unspecified,PhD,131400.25,True
CUST02880,42,Female,PhD,98939.18,False
CUST01190,66,Male,Bachelor's Degree,63823.42,True
CUST00329,58,Female,High School,95659.07,False
CUST00649,47,Female,Bachelor's Degree,32092.1,True
CUST00898,18,Female,High School,51165.77,False
CUST03883,66,Unspecified,Bachelor's Degree,88957.87,False
CUST01124,24,Female,PhD,38133.55,False
CUST01892,43,Female,Bachelor's Degree,149509.7,True
CUST04644,37,Male,Master's Degree,102385.4,True
CUST04792,50,Female,Bachelor's Degree,32088.79,True
CUST04530,57,Male,PhD,74031.5,True
CUST04235,44,Male,PhD,98999.78,False
CUST01594,40,Male,Associate Degree,114548.27,True
CUST03313,76,Female,Bachelor's Degree,108260.15,False
CUST02548,24,Male,Bachelor's Degree,66516.08,True
CUST01546,34,Unspecified,Bachelor's Degree,114189.04,True
CUST04337,20,Male,PhD,137348.8,True
CUST01024,25,Male,PhD,137616.4,True
CUST01972,44,Male,Bachelor's Degree,42698.01,False
CUST04989,53,Male,Bachelor's Degree,76263.74,True
CUST01715,57,Female,Master's Degree,131759.73,True
CUST01718,49,Male,Master's Degree,143157.76,True
CUST01478,76,Female,PhD,96357.45,True
CUST00810,41,Male,PhD,45347.39,True
CUST02851,74,Male,Master's Degree,55722.83,True
CUST00979,68,Female,Master's Degree,78046.6,True
CUST04688,48,Male,High School,135191.91,False
CUST04896,29,Female,High School,66927.04,False
CUST01685,65,Female,Associate Degree,123072.23,True
CUST04661,46,Unspecified,PhD,145421.97,True
CUST01515,20,Female,Associate Degree,44366.09,False
CUST02405,50,Unspecified,Bachelor's Degree,31263.59,False
CUST02022,73,Female,Master's Degree,43250.8,False
CUST04554,74,Female,High School,118766.58,False
CUST01768,18,Male,Associate Degree,88118.21,False
CUST00175,35,Male,Bachelor's Degree,55252.21,False
CUST01555,49,Male,Bachelor's Degree,82078.19,False
CUST04216,58,Female,Master's Degree,27932.93,True
CUST01483,58,Female,Master's Degree,56917.13,True
CUST04462,69,Female,Master's Degree,109382.64,False
CUST00218,70,Unspecified,Associate Degree,25764.79,True
CUST03915,22,Unspecified,PhD,117689.75,False
CUST03721,69,Unspecified,Bachelor's Degree,77674.68,False
CUST00691,30,Female,PhD,77441.89,True
CUST02578,70,Unspecified,PhD,87129.61,True
CUST02234,70,Female,High School,88817.22,False
CUST02239,32,Male,Bachelor's Degree,39590.5,False
CUST01107,34,Unspecified,Master's Degree,89011.9,True
CUST01790,60,Female,High School,62326.76,True
CUST03189,31,Female,Bachelor's Degree,115487.42,False
CUST02437,23,Unspecified,Master's Degree,108550.15,True
CUST00612,47,Female,High School,39797.94,False
CUST03661,26,Female,PhD,31526.18,False
CUST03712,78,Female,Associate Degree,128589.24,True
CUST00577,47,Female,Bachelor's Degree,143767.18,True
CUST02064,42,Unspecified,High School,79808.17,False
CUST04436,60,Unspecified,Master's Degree,143568.62,True
CUST01181,60,Male,Bachelor's Degree,95267.44,True
CUST00889,30,Male,Associate Degree,122254.47,False
CUST03129,71,Male,High School,23549.7,False
CUST01733,25,Male,Master's Degree,71939.07,True
CUST02664,24,Unspecified,Bachelor's Degree,70872.13,False
CUST00818,80,Male,Master's Degree,88876.46,True
CUST03278,26,Unspecified,Master's Degree,128273.74,False
CUST01860,64,Male,Associate Degree,55624.67,False
CUST00209,49,Female,Master's Degree,21979.49,True
CUST00294,59,Female,Master's Degree,62967.39,True
CUST01120,25,Unspecified,Associate Degree,75521.82,True
CUST02214,50,Female,High School,128451.7,False
CUST01610,43,Male,PhD,130895.5,True
CUST01265,32,Male,PhD,72714.01,True
CUST00991,75,Female,Bachelor's Degree,55934.35,False
CUST04198,67,Male,Master's Degree,89862.17,False
CUST01617,22,Unspecified,High School,126530.75,True
CUST00354,67,Female,Master's Degree,148588.75,False
CUST04558,41,Unspecified,Master's Degree,58648.68,True
CUST02023,78,Unspecified,Master's Degree,120476.78,True
CUST03691,29,Male,High School,54816.78,False
CUST02556,36,Female,High School,94530.06,True
CUST03049,44,Unspecified,Master's Degree,144884.81,True
CUST01229,60,Female,Bachelor's Degree,118966.11,True
CUST00260,29,Unspecified,High School,95833.71,True
CUST01520,72,Unspecified,Bachelor's Degree,115874.47,True
CUST01778,49,Male,Master's Degree,69372.2,True
CUST04740,35,Unspecified,Associate Degree,122784.25,True
CUST01771,70,Female,Bachelor's Degree,149225.76,True
CUST04354,57,Female,PhD,114454.64,True
CUST00053,55,Male,PhD,131344.94,True
CUST03474,49,Female,Bachelor's Degree,60169.08,True
CUST04684,46,Unspecified,Bachelor's Degree,119936.1,True
CUST04412,31,Female,Master's Degree,37228.8,True
CUST02410,74,Female,Master's Degree,57464.94,False
CUST02788,44,Unspecified,Associate Degree,41875.91,True
CUST02345,59,Unspecified,Bachelor's Degree,141689.92,True
CUST01034,61,Female,High School,22477.82,False
CUST01098,78,Female,Associate Degree,21618.29,False
CUST00544,19,Female,Associate Degree,122116.11,True
CUST01047,57,Unspecified,High School,77878.82,False
CUST01895,70,Female,High School,123726.68,True
CUST04377,36,Male,Bachelor's Degree,89109.14,True
CUST00031,79,Male,Associate Degree,76257.15,True
CUST00726,31,Male,PhD,136873.49,True
CUST04962,67,Male,High School,118720.8,False
CUST04719,22,Female,High School,119131.78,True
CUST03904,43,Unspecified,High School,92796.23,False
CUST01427,50,Unspecified,High School,115300.02,True
CUST02498,71,Female,Bachelor's Degree,47255.41,True
CUST00437,34,Unspecified,High School,41739.26,False
CUST02471,38,Female,PhD,99830.42,False
CUST00913,49,Unspecified,Master's Degree,132109.79,True
CUST04223,29,Unspecified,High School,26232.03,False
CUST04353,30,Male,PhD,106495.68,True
CUST04513,59,Unspecified,Master's Degree,58777.72,True
CUST04444,50,Female,PhD,96460.32,True
CUST02288,24,Unspecified,Master's Degree,88873.13,True
CUST04598,75,Unspecified,High School,117167.66,True
CUST01239,62,Unspecified,Master's Degree,125397.08,True
CUST00904,35,Unspecified,Bachelor's Degree,49516.52,False
CUST03621,49,Unspecified,High School,104681.72,True
CUST03232,22,Female,High School,53819.75,True
CUST02860,35,Male,PhD,78041.99,True
CUST00508,25,Female,Associate Degree,67532.73,False
CUST03222,62,Female,High School,31411.95,False
CUST00184,77,Male,Bachelor's Degree,59618.1,True
CUST01565,44,Female,Bachelor's Degree,98363.5,True
CUST02705,33,Male,PhD,138894.45,True
CUST00322,79,Unspecified,Bachelor's Degree,114230.23,False
CUST03564,67,Unspecified,High School,146423.9,True
CUST01539,28,Unspecified,Bachelor's Degree,77240.31,False
CUST01838,61,Unspecified,PhD,49891.87,False
CUST02381,73,Unspecified,Bachelor's Degree,113767.09,False
CUST01913,72,Male,Master's Degree,127412.24,False
CUST01841,80,Unspecified,Bachelor's Degree,145491.34,False
CUST02116,76,Unspecified,Master's Degree,138048.21,True
CUST04438,39,Male,Master's Degree,48304.58,False
CUST01147,42,Male,PhD,51342.81,False
CUST02487,33,Male,PhD,37935.42,True
CUST00045,51,Male,Bachelor's Degree,31359.05,True
CUST02155,21,Unspecified,Master's Degree,88785.76,True
CUST01527,24,Female,Associate Degree,136202.13,True
CUST04856,19,Male,PhD,99762.12,False
CUST01379,74,Female,High School,20081.12,False
CUST01766,23,Unspecified,Bachelor's Degree,45148.84,False
CUST03013,37,Female,Bachelor's Degree,88027.7,False
CUST00414,49,Unspecified,Associate Degree,58501.62,True
CUST04285,70,Unspecified,Master's Degree,41962.27,True
CUST01408,70,Male,Associate Degree,54179.79,True
CUST01659,59,Female,Master's Degree,128135.74,False
CUST00802,70,Male,Associate Degree,120269.56,True
CUST01289,51,Unspecified,PhD,93741.51,True
CUST02183,35,Male,Bachelor's Degree,147808.45,True
CUST02589,66,Female,Associate Degree,24144.15,False
CUST02616,30,Female,Master's Degree,26731.57,False
CUST02319,61,Male,PhD,26834.56,False
CUST00257,19,Female,Bachelor's Degree,137681.64,True
CUST04542,62,Male,PhD,105243.53,False
CUST01730,58,Male,PhD,51346.83,False
CUST01152,48,Female,Bachelor's Degree,146367.88,True
CUST04145,46,Unspecified,PhD,27669.77,True
CUST00648,63,Male,Bachelor's Degree,117151.71,True
CUST02909,47,Female,PhD,87364.86,True
CUST01703,44,Female,Bachelor's Degree,138074.83,True
CUST01882,21,Unspecified,Bachelor's Degree,147136.84,True
CUST03769,51,Male,Master's Degree,120496.81,True
CUST01316,44,Male,High School,74503.31,True
CUST02270,22,Female,PhD,129963.31,True
CUST01967,26,Unspecified,Master's Degree,98277.33,False
CUST02466,37,Female,Associate Degree,63453.0,True
CUST03856,74,Male,PhD,66802.29,False
CUST01351,35,Female,Associate Degree,36475.26,True
CUST03297,26,Male,PhD,43351.94,True
CUST00113,32,Female,Master's Degree,74576.12,True
CUST03134,79,Unspecified,Associate Degree,115908.44,True
CUST00264,53,Female,Master's Degree,69333.2,False
CUST01394,72,Unspecified,Associate Degree,87905.71,True
CUST01879,47,Male,Bachelor's Degree,26593.76,False
CUST01187,51,Male,Master's Degree,38435.1,False
CUST03072,44,Unspecified,Associate Degree,49244.6,True
CUST00057,62,Female,Bachelor's Degree,48239.83,False
CUST01310,56,Unspecified,Associate Degree,78511.04,True
CUST00696,47,Female,Bachelor's Degree,117590.48,True
