CustomerID,Age,Income,Gender_Male,Gender_Unspecified,EducationLevel_Bachelor's Degree,EducationLevel_High School,EducationLevel_Master's Degree,EducationLevel_PhD,label
CUST00084,43.0,135609.22,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00085,25.0,90351.21,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST00086,61.0,132103.94,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST00087,61.0,71662.09,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST00088,40.0,148696.65,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00089,51.0,114530.57,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00090,43.0,123613.43,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST00091,43.0,93717.72,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00092,22.0,76322.9,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST00093,72.0,124943.24,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST00094,49.0,37777.35,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST00095,50.0,36161.9,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST00096,80.0,100046.5,0.0,1.0,0.0,0.0,0.0,1.0,0
CUST00097,52.0,124513.13,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00098,35.0,81571.28,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST00099,76.0,49774.22,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST00100,19.0,86306.42,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST00101,59.0,114847.21,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST00102,50.0,26082.22,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00103,24.0,92430.61,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00104,80.0,52617.68,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00105,33.0,24741.05,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00106,41.0,59903.25,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST00107,71.0,90393.04,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST00108,62.0,66940.27,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00109,18.0,23611.37,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST00110,66.0,147497.58,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST00111,43.0,134886.35,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST00112,47.0,68674.12,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST00113,32.0,74576.12,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00114,38.0,145577.45,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST00115,60.0,113865.85,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00116,24.0,92345.42,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST00117,70.0,136566.84,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00118,19.0,98395.8,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00119,41.0,119350.23,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST00120,24.0,25756.92,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST00121,22.0,20793.86,1.0,0.0,0.0,0.0,0.0,1.0,0
CUST00122,55.0,92238.55,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST00123,66.0,109276.14,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00124,61.0,64652.3,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST00125,44.0,117735.71,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00126,51.0,59000.68,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST00127,71.0,70189.53,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00128,42.0,105590.31,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST00129,26.0,49935.18,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST00130,30.0,28097.61,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST00131,54.0,94068.89,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST00132,74.0,79275.86,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST00133,60.0,134504.81,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST00134,58.0,28108.63,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST00135,62.0,60859.03,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST00136,47.0,143183.78,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST00137,31.0,94733.3,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00138,74.0,35127.45,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST00139,40.0,32194.03,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST00140,60.0,105100.9,0.0,1.0,0.0,0.0,0.0,1.0,0
CUST00141,74.0,49913.88,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00142,62.0,22493.82,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST00143,50.0,53025.16,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST00144,68.0,84167.19,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00145,33.0,42137.59,0.0,1.0,0.0,0.0,0.0,1.0,0
CUST00146,41.0,66575.56,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST00147,36.0,66305.94,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST00148,67.0,62729.33,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST00149,21.0,30442.36,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST00150,20.0,149308.32,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00151,28.0,121079.16,0.0,0.0,0.0,0.0,0.0,1.0,0
CUST00152,38.0,79384.87,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST00153,32.0,148010.77,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00154,21.0,35449.17,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST00155,21.0,48060.47,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00156,45.0,108750.3,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST00157,60.0,53212.92,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST00158,35.0,99423.39,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST00159,26.0,60437.53,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00160,52.0,133998.98,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00161,23.0,95936.2,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST00162,18.0,101104.99,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00163,42.0,22248.74,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00164,46.0,120970.62,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00165,25.0,91306.97,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00166,56.0,137840.43,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST00167,27.0,32201.97,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST00168,71.0,71884.79,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00169,50.0,35114.33,0.0,0.0,0.0,0.0,0.0,1.0,0
CUST00170,80.0,142139.07,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00171,35.0,140233.09,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST00172,30.0,71734.69,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST00173,61.0,117294.52,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST00174,45.0,124226.27,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST00175,35.0,55252.21,1.0,0.0,1.0,0.0,0.0,0.0,0
CUST00176,43.0,110285.36,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST00177,75.0,107056.73,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00178,25.0,54452.21,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST00179,42.0,148952.64,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00180,26.0,32433.45,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST00181,41.0,50633.68,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST00182,21.0,89523.66,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST00183,76.0,102897.51,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST00184,77.0,59618.1,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST00185,30.0,127965.6,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST00186,35.0,120245.71,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00187,47.0,35970.2,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00188,25.0,45106.83,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST00189,57.0,121813.53,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST00190,47.0,49282.46,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST00191,42.0,56164.55,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00192,48.0,59930.59,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00193,26.0,145930.11,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00194,37.0,73080.91,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST00195,41.0,40334.57,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST00196,40.0,94843.67,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00197,49.0,123708.41,0.0,1.0,0.0,0.0,0.0,1.0,0
CUST00198,57.0,44790.34,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00199,62.0,44096.33,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00200,26.0,37950.41,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST00201,34.0,25678.64,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00202,78.0,136838.99,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00203,24.0,127216.96,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST00204,36.0,45234.63,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST00205,24.0,57107.27,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST00206,52.0,80916.45,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00207,57.0,140448.39,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST00208,62.0,94324.54,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST00209,49.0,21979.49,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00210,19.0,41045.51,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST00211,77.0,84790.01,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00212,45.0,37698.87,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST00213,65.0,71976.02,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST00214,29.0,95392.67,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00215,55.0,74847.5,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST00216,58.0,114426.82,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00217,65.0,63547.41,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST00218,70.0,25764.79,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00219,49.0,22780.06,1.0,0.0,1.0,0.0,0.0,0.0,0
CUST00220,23.0,108136.78,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST00221,28.0,111060.58,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST00222,52.0,32168.67,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST00223,67.0,115253.1,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST00224,79.0,127630.41,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00225,25.0,118215.2,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00226,76.0,73434.62,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST00227,38.0,112929.74,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00228,45.0,109696.83,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00229,74.0,52566.31,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST00230,54.0,72005.22,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00231,78.0,136065.69,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST00232,62.0,42592.35,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00233,78.0,55839.88,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST00234,53.0,140550.13,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00235,34.0,140040.48,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00236,69.0,48329.39,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST00237,67.0,75065.49,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00238,47.0,100922.64,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST00239,22.0,20402.76,1.0,0.0,1.0,0.0,0.0,0.0,0
CUST00240,24.0,62530.41,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST00241,71.0,52731.69,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00242,25.0,141455.56,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00243,20.0,41315.2,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00244,47.0,124166.85,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00245,50.0,47873.35,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00246,77.0,70694.89,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00247,18.0,74487.95,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST00248,26.0,110594.58,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00249,51.0,103603.11,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST00250,20.0,139874.65,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00251,27.0,100012.73,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00252,45.0,63433.08,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST00253,24.0,126148.97,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00254,71.0,23414.49,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00255,74.0,63791.4,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00256,45.0,90865.36,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00257,19.0,137681.64,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST00258,44.0,54127.13,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00259,22.0,87523.98,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00260,29.0,95833.71,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST00261,46.0,129699.42,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00262,68.0,81146.41,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST00263,78.0,147145.28,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00264,53.0,69333.2,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST00265,58.0,136051.71,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST00266,43.0,119676.7,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00267,40.0,130469.54,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00268,46.0,77631.23,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST00269,35.0,125914.03,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00270,70.0,85289.24,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST00271,52.0,98419.77,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST00272,66.0,32972.56,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST00273,29.0,80748.13,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00274,53.0,61258.89,0.0,0.0,0.0,0.0,0.0,1.0,0
CUST00275,57.0,84721.54,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST00276,76.0,106237.68,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00277,57.0,87410.51,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST00278,65.0,38082.67,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST00279,71.0,107805.83,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST00280,46.0,30224.16,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST00281,40.0,137172.01,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00282,72.0,82116.73,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST00283,76.0,36204.15,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00284,41.0,122805.52,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00285,72.0,33506.62,0.0,1.0,0.0,0.0,0.0,1.0,0
CUST00286,50.0,145576.6,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00287,22.0,96442.4,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST00288,75.0,83847.8,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST00289,36.0,52930.55,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST00290,60.0,63418.88,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST00291,40.0,49774.08,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST00292,58.0,149915.6,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00293,80.0,107227.96,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00294,59.0,62967.39,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00295,25.0,143971.92,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST00296,51.0,102853.71,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST00297,77.0,21217.3,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00298,25.0,98087.07,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST00299,65.0,42824.09,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST00300,35.0,143329.66,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00301,62.0,46135.5,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST00302,76.0,132918.01,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST00303,58.0,84647.98,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST00304,57.0,53140.2,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST00305,35.0,73431.65,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00306,71.0,111823.25,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST00307,25.0,107196.94,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST00308,39.0,77542.67,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST00309,68.0,146160.66,0.0,0.0,0.0,0.0,0.0,1.0,0
CUST00310,35.0,96155.59,0.0,0.0,0.0,0.0,0.0,1.0,0
CUST00311,50.0,127713.1,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00312,57.0,116510.1,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST00313,33.0,47333.86,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00314,60.0,142479.08,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00315,40.0,81722.91,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST00316,21.0,37184.51,0.0,0.0,0.0,0.0,0.0,1.0,0
CUST00317,57.0,42654.02,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST00318,58.0,146448.69,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00319,41.0,99601.67,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00320,63.0,28816.8,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST00321,69.0,139150.0,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00322,79.0,114230.23,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST00323,50.0,108997.16,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST00324,77.0,34546.23,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00325,38.0,59855.83,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00326,60.0,80868.15,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00327,59.0,71113.16,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00328,31.0,48123.96,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST00329,58.0,95659.07,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST00330,50.0,20868.88,0.0,0.0,0.0,0.0,0.0,1.0,0
CUST00331,37.0,41434.25,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00332,45.0,30184.38,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00333,36.0,91855.77,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00334,40.0,63133.12,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00335,19.0,31486.75,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST00336,25.0,53780.82,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00337,30.0,113247.78,0.0,1.0,1.0,0.0,0.0,0.0,1
