CustomerID,Age,Gender,EducationLevel,Income,LoanApproved
CUST00071,60.0,Male,Associate Degree,118663.21,False
CUST00072,36.0,Female,High School,84276.17,False
CUST00073,60.0,Unspecified,Master's Degree,110542.35,True
CUST00074,65.0,Unspecified,Associate Degree,137135.51,True
CUST00075,73.0,Unspecified,Master's Degree,120178.66,False
CUST00076,51.0,Female,Associate Degree,116893.51,True
CUST00077,70.0,Unspecified,PhD,92812.5,False
CUST00078,28.0,Unspecified,Master's Degree,120181.66,True
CUST00079,39.0,Unspecified,PhD,93158.63,False
CUST00080,50.0,Unspecified,PhD,91634.12,False
CUST00081,50.0,Unspecified,Bachelor's Degree,146713.51,True
CUST00082,55.0,Male,Bachelor's Degree,83561.46,True
CUST00083,47.0,Male,Master's Degree,68659.6,True
CUST00084,43.0,Unspecified,Associate Degree,135609.22,True
CUST00085,25.0,Male,Associate Degree,90351.21,False
CUST00086,61.0,Female,Bachelor's Degree,132103.94,True
CUST00087,61.0,Male,High School,71662.09,False
CUST00088,40.0,Male,PhD,148696.65,True
CUST00089,51.0,Unspecified,Master's Degree,114530.57,True
CUST00090,43.0,Male,High School,123613.43,False
CUST00091,43.0,Unspecified,PhD,93717.72,True
CUST00092,22.0,Unspecified,High School,76322.9,True
CUST00093,72.0,Male,Associate Degree,124943.24,True
CUST00094,49.0,Male,Bachelor's Degree,37777.35,True
CUST00095,50.0,Female,High School,36161.9,False
CUST00096,80.0,Unspecified,PhD,100046.5,False
CUST00097,52.0,Male,PhD,124513.13,True
CUST00098,35.0,Female,Bachelor's Degree,81571.28,False
CUST00099,76.0,Male,Master's Degree,49774.22,True
CUST00100,19.0,Female,Associate Degree,86306.42,True
CUST00101,59.0,Male,Associate Degree,114847.21,True
CUST00102,50.0,Male,High School,26082.22,True
CUST00103,24.0,Female,PhD,92430.61,True
CUST00104,80.0,Unspecified,Bachelor's Degree,52617.68,True
CUST00105,33.0,Unspecified,PhD,24741.05,True
CUST00106,41.0,Male,High School,59903.25,False
CUST00107,71.0,Female,Master's Degree,90393.04,False
CUST00108,62.0,Unspecified,Associate Degree,66940.27,True
CUST00109,18.0,Unspecified,Bachelor's Degree,23611.37,False
CUST00110,66.0,Unspecified,Associate Degree,147497.58,False
CUST00111,43.0,Male,Master's Degree,134886.35,True
CUST00112,47.0,Unspecified,Master's Degree,68674.12,False
CUST00113,32.0,Female,Master's Degree,74576.12,True
CUST00114,38.0,Unspecified,High School,145577.45,True
CUST00115,60.0,Unspecified,Master's Degree,113865.85,True
CUST00116,24.0,Male,Associate Degree,92345.42,False
CUST00117,70.0,Unspecified,Master's Degree,136566.84,True
CUST00118,19.0,Unspecified,PhD,98395.8,True
CUST00119,41.0,Female,Bachelor's Degree,119350.23,True
CUST00120,24.0,Unspecified,High School,25756.92,True
CUST00121,22.0,Male,PhD,20793.86,False
CUST00122,55.0,Female,Associate Degree,92238.55,True
CUST00123,66.0,Male,PhD,109276.14,True
CUST00124,61.0,Female,Bachelor's Degree,64652.3,False
CUST00125,44.0,Female,High School,117735.71,True
CUST00126,51.0,Unspecified,Bachelor's Degree,59000.68,False
CUST00127,71.0,Female,PhD,70189.53,True
CUST00128,42.0,Unspecified,Bachelor's Degree,105590.31,False
CUST00129,26.0,Unspecified,Master's Degree,49935.18,False
CUST00130,30.0,Male,Master's Degree,28097.61,False
CUST00131,54.0,Female,Bachelor's Degree,94068.89,True
CUST00132,74.0,Unspecified,High School,79275.86,True
CUST00133,60.0,Male,Bachelor's Degree,134504.81,True
CUST00134,58.0,Female,High School,28108.63,False
CUST00135,62.0,Unspecified,High School,60859.03,True
CUST00136,47.0,Unspecified,Master's Degree,143183.78,False
CUST00137,31.0,Male,High School,94733.3,True
CUST00138,74.0,Unspecified,High School,35127.45,False
CUST00139,40.0,Male,Master's Degree,32194.03,False
CUST00140,60.0,Unspecified,PhD,105100.9,False
CUST00141,74.0,Unspecified,Bachelor's Degree,49913.88,True
CUST00142,62.0,Female,Master's Degree,22493.82,False
CUST00143,50.0,Male,High School,53025.16,False
CUST00144,68.0,Male,High School,84167.19,True
CUST00145,33.0,Unspecified,PhD,42137.59,False
CUST00146,41.0,Unspecified,Master's Degree,66575.56,False
CUST00147,36.0,Male,Master's Degree,66305.94,True
CUST00148,67.0,Female,Bachelor's Degree,62729.33,False
CUST00149,21.0,Female,Bachelor's Degree,30442.36,False
CUST00150,20.0,Unspecified,Associate Degree,149308.32,True
CUST00151,28.0,Female,PhD,121079.16,False
CUST00152,38.0,Unspecified,High School,79384.87,True
CUST00153,32.0,Unspecified,Master's Degree,148010.77,True
CUST00154,21.0,Unspecified,Master's Degree,35449.17,False
CUST00155,21.0,Unspecified,Master's Degree,48060.47,True
CUST00156,45.0,Female,Master's Degree,108750.3,False
CUST00157,60.0,Male,Master's Degree,53212.92,True
CUST00158,35.0,Female,Bachelor's Degree,99423.39,True
CUST00159,26.0,Male,PhD,60437.53,True
CUST00160,52.0,Unspecified,Associate Degree,133998.98,True
CUST00161,23.0,Female,Bachelor's Degree,95936.2,False
CUST00162,18.0,Unspecified,Associate Degree,101104.99,True
CUST00163,42.0,Male,PhD,22248.74,True
CUST00164,46.0,Unspecified,PhD,120970.62,True
CUST00165,25.0,Unspecified,Master's Degree,91306.97,True
CUST00166,56.0,Unspecified,Master's Degree,137840.43,False
CUST00167,27.0,Female,Bachelor's Degree,32201.97,True
CUST00168,71.0,Unspecified,Associate Degree,71884.79,True
CUST00169,50.0,Female,PhD,35114.33,False
CUST00170,80.0,Female,Master's Degree,142139.07,True
CUST00171,35.0,Male,Associate Degree,140233.09,True
CUST00172,30.0,Female,Associate Degree,71734.69,True
CUST00173,61.0,Unspecified,Associate Degree,117294.52,False
CUST00174,45.0,Unspecified,High School,124226.27,True
CUST00175,35.0,Male,Bachelor's Degree,55252.21,False
CUST00176,43.0,Female,Master's Degree,110285.36,False
CUST00177,75.0,Unspecified,Bachelor's Degree,107056.73,True
CUST00178,25.0,Female,Associate Degree,54452.21,True
CUST00179,42.0,Unspecified,Associate Degree,148952.64,True
CUST00180,26.0,Male,Associate Degree,32433.45,False
CUST00181,41.0,Female,Master's Degree,50633.68,False
CUST00182,21.0,Male,Associate Degree,89523.66,False
CUST00183,76.0,Female,Bachelor's Degree,102897.51,True
CUST00184,77.0,Male,Bachelor's Degree,59618.1,True
CUST00185,30.0,Unspecified,Associate Degree,127965.6,False
CUST00186,35.0,Male,PhD,120245.71,True
CUST00187,47.0,Female,High School,35970.2,True
CUST00188,25.0,Unspecified,High School,45106.83,False
CUST00189,57.0,Male,Associate Degree,121813.53,True
CUST00190,47.0,Male,Associate Degree,49282.46,True
CUST00191,42.0,Unspecified,Master's Degree,56164.55,True
CUST00192,48.0,Female,PhD,59930.59,True
CUST00193,26.0,Unspecified,Bachelor's Degree,145930.11,True
CUST00194,37.0,Male,Associate Degree,73080.91,False
CUST00195,41.0,Unspecified,Master's Degree,40334.57,False
CUST00196,40.0,Unspecified,Associate Degree,94843.67,True
CUST00197,49.0,Unspecified,PhD,123708.41,False
CUST00198,57.0,Female,High School,44790.34,True
CUST00199,62.0,Unspecified,Bachelor's Degree,44096.33,True
CUST00200,26.0,Male,Bachelor's Degree,37950.41,True
CUST00201,34.0,Unspecified,Master's Degree,25678.64,True
CUST00202,78.0,Female,High School,136838.99,True
CUST00203,24.0,Female,Associate Degree,127216.96,True
CUST00204,36.0,Female,High School,45234.63,False
CUST00205,24.0,Female,Bachelor's Degree,57107.27,True
CUST00206,52.0,Male,PhD,80916.45,True
CUST00207,57.0,Unspecified,High School,140448.39,False
CUST00208,62.0,Male,High School,94324.54,False
CUST00209,49.0,Female,Master's Degree,21979.49,True
CUST00210,19.0,Unspecified,Associate Degree,41045.51,False
CUST00211,77.0,Unspecified,Associate Degree,84790.01,True
CUST00212,45.0,Male,Associate Degree,37698.87,False
CUST00213,65.0,Unspecified,Associate Degree,71976.02,False
CUST00214,29.0,Male,High School,95392.67,True
CUST00215,55.0,Male,Associate Degree,74847.5,False
CUST00216,58.0,Unspecified,PhD,114426.82,True
CUST00217,65.0,Male,Master's Degree,63547.41,False
CUST00218,70.0,Unspecified,Associate Degree,25764.79,True
CUST00219,49.0,Male,Bachelor's Degree,22780.06,False
CUST00220,23.0,Unspecified,High School,108136.78,False
CUST00221,28.0,Male,Bachelor's Degree,111060.58,True
CUST00222,52.0,Male,Master's Degree,32168.67,True
CUST00223,67.0,Unspecified,Bachelor's Degree,115253.1,False
CUST00224,79.0,Male,PhD,127630.41,True
CUST00225,25.0,Female,Master's Degree,118215.2,True
CUST00226,76.0,Female,Bachelor's Degree,73434.62,False
CUST00227,38.0,Female,Master's Degree,112929.74,True
CUST00228,45.0,Unspecified,Bachelor's Degree,109696.83,True
CUST00229,74.0,Male,High School,52566.31,False
CUST00230,54.0,Male,High School,72005.22,True
CUST00231,78.0,Unspecified,Master's Degree,136065.69,False
CUST00232,62.0,Unspecified,Master's Degree,42592.35,True
CUST00233,78.0,Male,Associate Degree,55839.88,True
CUST00234,53.0,Unspecified,PhD,140550.13,True
CUST00235,34.0,Female,Master's Degree,140040.48,True
CUST00236,69.0,Female,Associate Degree,48329.39,False
CUST00237,67.0,Male,High School,75065.49,True
CUST00238,47.0,Female,Bachelor's Degree,100922.64,False
CUST00239,22.0,Male,Bachelor's Degree,20402.76,False
CUST00240,24.0,Female,Bachelor's Degree,62530.41,False
CUST00241,71.0,Unspecified,Bachelor's Degree,52731.69,True
CUST00242,25.0,Unspecified,Associate Degree,141455.56,True
CUST00243,20.0,Female,High School,41315.2,True
CUST00244,47.0,Male,High School,124166.85,True
CUST00245,50.0,Male,High School,47873.35,True
CUST00246,77.0,Female,PhD,70694.89,True
CUST00247,18.0,Male,Bachelor's Degree,74487.95,True
CUST00248,26.0,Unspecified,Associate Degree,110594.58,True
CUST00249,51.0,Unspecified,Bachelor's Degree,103603.11,False
CUST00250,20.0,Unspecified,PhD,139874.65,True
CUST00251,27.0,Male,PhD,100012.73,True
CUST00252,45.0,Male,Master's Degree,63433.08,True
CUST00253,24.0,Female,Master's Degree,126148.97,True
CUST00254,71.0,Unspecified,Associate Degree,23414.49,True
CUST00255,74.0,Unspecified,Bachelor's Degree,63791.4,True
CUST00256,45.0,Unspecified,PhD,90865.36,True
CUST00257,19.0,Female,Bachelor's Degree,137681.64,True
CUST00258,44.0,Male,PhD,54127.13,True
CUST00259,22.0,Unspecified,PhD,87523.98,True
CUST00260,29.0,Unspecified,High School,95833.71,True
CUST00261,46.0,Male,PhD,129699.42,True
CUST00262,68.0,Female,Bachelor's Degree,81146.41,True
CUST00263,78.0,Female,High School,147145.28,True
CUST00264,53.0,Female,Master's Degree,69333.2,False
CUST00265,58.0,Unspecified,Associate Degree,136051.71,False
CUST00266,43.0,Unspecified,PhD,119676.7,True
CUST00267,40.0,Unspecified,Master's Degree,130469.54,True
CUST00268,46.0,Male,High School,77631.23,False
CUST00269,35.0,Unspecified,Bachelor's Degree,125914.03,True
CUST00270,70.0,Male,Master's Degree,85289.24,True
CUST00271,52.0,Female,Bachelor's Degree,98419.77,False
CUST00272,66.0,Unspecified,Master's Degree,32972.56,False
CUST00273,29.0,Unspecified,Master's Degree,80748.13,True
CUST00274,53.0,Female,PhD,61258.89,False
CUST00275,57.0,Female,Associate Degree,84721.54,False
CUST00276,76.0,Female,High School,106237.68,True
CUST00277,57.0,Male,Associate Degree,87410.51,False
CUST00278,65.0,Unspecified,Bachelor's Degree,38082.67,False
CUST00279,71.0,Unspecified,Master's Degree,107805.83,False
CUST00280,46.0,Female,Associate Degree,30224.16,True
CUST00281,40.0,Unspecified,Associate Degree,137172.01,True
CUST00282,72.0,Male,Master's Degree,82116.73,True
CUST00283,76.0,Unspecified,Bachelor's Degree,36204.15,True
CUST00284,41.0,Unspecified,Bachelor's Degree,122805.52,True
CUST00285,72.0,Unspecified,PhD,33506.62,False
CUST00286,50.0,Male,PhD,145576.6,True
CUST00287,22.0,Male,Bachelor's Degree,96442.4,True
CUST00288,75.0,Female,Bachelor's Degree,83847.8,True
CUST00289,36.0,Unspecified,Bachelor's Degree,52930.55,False
CUST00290,60.0,Unspecified,High School,63418.88,True
CUST00291,40.0,Female,Bachelor's Degree,49774.08,False
CUST00292,58.0,Female,PhD,149915.6,True
CUST00293,80.0,Unspecified,Bachelor's Degree,107227.96,True
CUST00294,59.0,Female,Master's Degree,62967.39,True
CUST00295,25.0,Female,High School,143971.92,False
CUST00296,51.0,Unspecified,High School,102853.71,True
CUST00297,77.0,Unspecified,PhD,21217.3,True
CUST00298,25.0,Female,Master's Degree,98087.07,False
CUST00299,65.0,Unspecified,Bachelor's Degree,42824.09,False
CUST00300,35.0,Male,High School,143329.66,True
CUST00301,62.0,Female,High School,46135.5,False
CUST00302,76.0,Unspecified,High School,132918.01,False
CUST00303,58.0,Female,Bachelor's Degree,84647.98,True
CUST00304,57.0,Unspecified,High School,53140.2,False
CUST00305,35.0,Unspecified,Master's Degree,73431.65,True
CUST00306,71.0,Male,Associate Degree,111823.25,False
CUST00307,25.0,Male,Master's Degree,107196.94,True
CUST00308,39.0,Unspecified,Associate Degree,77542.67,False
CUST00309,68.0,Female,PhD,146160.66,False
CUST00310,35.0,Female,PhD,96155.59,False
CUST00311,50.0,Female,Master's Degree,127713.1,True
CUST00312,57.0,Male,Associate Degree,116510.1,True
CUST00313,33.0,Male,PhD,47333.86,True
CUST00314,60.0,Male,PhD,142479.08,True
CUST00315,40.0,Male,Master's Degree,81722.91,False
CUST00316,21.0,Female,PhD,37184.51,False
CUST00317,57.0,Male,Master's Degree,42654.02,False
CUST00318,58.0,Male,High School,146448.69,True
CUST00319,41.0,Male,PhD,99601.67,True
CUST00320,63.0,Female,Master's Degree,28816.8,False
CUST00321,69.0,Female,PhD,139150.0,True
CUST00322,79.0,Unspecified,Bachelor's Degree,114230.23,False
CUST00323,50.0,Female,Bachelor's Degree,108997.16,True
CUST00324,77.0,Male,PhD,34546.23,True
CUST00325,38.0,Male,High School,59855.83,True
CUST00326,60.0,Female,Master's Degree,80868.15,True
CUST00327,59.0,Unspecified,Master's Degree,71113.16,True
CUST00328,31.0,Unspecified,High School,48123.96,True
CUST00329,58.0,Female,High School,95659.07,False
CUST00330,50.0,Female,PhD,20868.88,False
CUST00331,37.0,Female,Master's Degree,41434.25,True
CUST00332,45.0,Unspecified,Associate Degree,30184.38,True
CUST00333,36.0,Unspecified,Associate Degree,91855.77,True
CUST00334,40.0,Unspecified,Bachelor's Degree,63133.12,True
CUST00335,19.0,Unspecified,Bachelor's Degree,31486.75,False
CUST00336,25.0,Female,High School,53780.82,True
CUST00337,30.0,Unspecified,Bachelor's Degree,113247.78,True
CUST00338,28.0,Male,PhD,98324.1,False
CUST00339,26.0,Female,PhD,84974.36,False
CUST00340,19.0,Male,Bachelor's Degree,108546.33,False
CUST00341,52.0,Female,Associate Degree,23702.3,False
CUST00342,22.0,Female,Master's Degree,30853.98,True
CUST00343,64.0,Unspecified,Associate Degree,48966.43,False
CUST00344,38.0,Unspecified,Master's Degree,102238.31,True
CUST00345,49.0,Unspecified,PhD,87599.25,True
CUST00346,26.0,Male,PhD,22047.47,True
CUST00347,20.0,Unspecified,Master's Degree,20376.37,True
CUST00348,35.0,Female,High School,31037.46,False
CUST00349,76.0,Female,Associate Degree,38723.3,True
CUST00350,21.0,Female,Bachelor's Degree,136602.14,True
CUST00351,44.0,Female,Master's Degree,117743.52,True
CUST00352,52.0,Male,Bachelor's Degree,23386.88,False
CUST00353,79.0,Unspecified,Master's Degree,63094.37,False
CUST00354,67.0,Female,Master's Degree,148588.75,False
CUST00355,61.0,Unspecified,Master's Degree,99463.05,False
CUST00356,61.0,Female,PhD,118535.33,True
CUST00357,65.0,Female,Bachelor's Degree,55199.08,False
CUST00358,77.0,Male,Bachelor's Degree,37932.44,False
CUST00359,55.0,Male,Bachelor's Degree,109220.73,True
CUST00360,32.0,Male,PhD,94114.95,True
CUST00361,40.0,Female,Bachelor's Degree,44152.53,True
CUST00362,36.0,Female,Master's Degree,116854.89,True
CUST00363,23.0,Female,High School,73289.91,True
CUST00364,45.0,Female,Bachelor's Degree,53883.01,True
CUST00365,50.0,Unspecified,High School,44343.81,False
CUST00366,77.0,Female,Master's Degree,80985.15,False
CUST00367,66.0,Female,High School,89018.05,True
CUST00368,74.0,Unspecified,PhD,114205.35,True
CUST00369,66.0,Unspecified,Bachelor's Degree,32646.46,False
CUST00370,48.0,Female,Associate Degree,61202.69,False
CUST00371,40.0,Male,Master's Degree,98579.65,True
CUST00372,20.0,Male,High School,141145.8,False
CUST00373,34.0,Male,PhD,39839.06,True
CUST00374,35.0,Unspecified,Associate Degree,122269.71,True
CUST00375,41.0,Unspecified,Master's Degree,51976.31,False
CUST00376,80.0,Male,Bachelor's Degree,93227.03,False
CUST00377,37.0,Male,Master's Degree,80234.93,True
CUST00378,35.0,Female,High School,88751.17,True
CUST00379,26.0,Female,Bachelor's Degree,102065.82,False
CUST00380,24.0,Male,High School,149074.47,True
CUST00381,47.0,Female,Associate Degree,72900.96,True
CUST00382,68.0,Unspecified,High School,113959.27,True
CUST00383,73.0,Unspecified,Associate Degree,115169.11,True
CUST00384,41.0,Female,Bachelor's Degree,135847.5,True
CUST00385,40.0,Unspecified,Associate Degree,119003.78,True
CUST00386,75.0,Unspecified,PhD,117669.26,True
CUST00387,65.0,Female,PhD,50504.26,True
CUST00388,70.0,Unspecified,High School,148457.35,True
CUST00389,53.0,Male,Master's Degree,44531.78,False
CUST00390,26.0,Female,Master's Degree,114874.34,False
CUST00391,54.0,Unspecified,PhD,69890.28,True
CUST00392,42.0,Female,Bachelor's Degree,61023.88,True
CUST00393,54.0,Unspecified,High School,59308.47,True
CUST00394,77.0,Female,Associate Degree,35797.34,True
CUST00395,49.0,Unspecified,Associate Degree,113586.16,False
CUST00396,68.0,Male,Master's Degree,43906.97,True
CUST00397,32.0,Unspecified,Bachelor's Degree,131119.84,True
CUST00398,22.0,Unspecified,PhD,108557.43,True
CUST00399,79.0,Male,PhD,39644.9,False
CUST00400,73.0,Unspecified,PhD,66861.34,True
CUST00401,79.0,Female,High School,66333.06,True
CUST00402,19.0,Unspecified,Associate Degree,105166.98,True
CUST00403,76.0,Unspecified,Bachelor's Degree,111385.98,True
CUST00404,33.0,Male,High School,59405.71,False
CUST00405,21.0,Unspecified,Master's Degree,146028.05,True
CUST00406,62.0,Male,Associate Degree,129885.6,True
CUST00407,67.0,Female,Master's Degree,21440.97,True
CUST00408,56.0,Female,Associate Degree,57124.19,True
CUST00409,77.0,Female,High School,21097.66,True
CUST00410,38.0,Unspecified,High School,25424.43,False
CUST00411,53.0,Female,High School,94280.43,True
CUST00412,69.0,Female,High School,66307.92,False
CUST00413,38.0,Unspecified,High School,37027.91,True
CUST00414,49.0,Unspecified,Associate Degree,58501.62,True
CUST00415,35.0,Unspecified,PhD,101167.22,True
CUST00416,79.0,Female,Bachelor's Degree,83030.31,False
CUST00417,68.0,Male,Master's Degree,86695.44,False
CUST00418,74.0,Female,PhD,120246.51,True
CUST00419,45.0,Male,Bachelor's Degree,144931.04,True
CUST00420,58.0,Female,Master's Degree,98365.22,True
CUST00421,62.0,Female,Bachelor's Degree,22479.54,False
CUST00422,75.0,Female,Bachelor's Degree,96015.37,True
CUST00423,47.0,Male,High School,135979.74,True
CUST00424,54.0,Female,High School,59861.56,True
CUST00425,39.0,Female,PhD,27683.72,False
CUST00426,74.0,Female,Master's Degree,114749.04,False
CUST00427,61.0,Male,Associate Degree,55646.05,False
CUST00428,36.0,Unspecified,Associate Degree,45360.04,True
CUST00429,29.0,Male,Master's Degree,61162.61,False
CUST00430,28.0,Female,High School,78038.53,False
CUST00431,73.0,Male,PhD,127132.99,True
CUST00432,48.0,Female,High School,93425.77,False
CUST00433,55.0,Unspecified,PhD,81298.06,False
CUST00434,47.0,Unspecified,PhD,82641.8,False
CUST00435,78.0,Male,PhD,45354.7,False
CUST00436,26.0,Unspecified,Associate Degree,47071.9,False
CUST00437,34.0,Unspecified,High School,41739.26,False
CUST00438,28.0,Unspecified,Master's Degree,79174.11,False
CUST00439,70.0,Male,Master's Degree,39347.6,False
CUST00440,41.0,Unspecified,Bachelor's Degree,54704.79,False
CUST00441,48.0,Unspecified,PhD,91997.47,True
CUST00442,58.0,Unspecified,Bachelor's Degree,90289.75,True
CUST00443,58.0,Male,High School,95494.83,False
CUST00444,30.0,Unspecified,PhD,118927.25,True
CUST00445,29.0,Unspecified,Associate Degree,41516.05,False
CUST00446,18.0,Unspecified,PhD,138936.37,True
CUST00447,72.0,Unspecified,High School,142031.1,True
CUST00448,71.0,Unspecified,Bachelor's Degree,125138.79,True
CUST00449,73.0,Male,Associate Degree,135682.98,True
CUST00450,39.0,Female,Associate Degree,94329.07,False
CUST00451,69.0,Unspecified,High School,114180.08,True
CUST00452,47.0,Male,Master's Degree,60072.44,True
CUST00453,37.0,Unspecified,Associate Degree,48317.36,True
CUST00454,55.0,Unspecified,Associate Degree,131065.58,True
CUST00455,22.0,Unspecified,Master's Degree,64285.93,True
CUST00456,37.0,Unspecified,PhD,102894.34,True
CUST00457,62.0,Unspecified,Bachelor's Degree,84310.61,False
CUST00458,72.0,Female,PhD,80227.01,False
CUST00459,69.0,Male,Bachelor's Degree,32376.93,False
CUST00460,66.0,Unspecified,PhD,85885.53,True
CUST00461,24.0,Male,Master's Degree,139481.89,True
CUST00462,44.0,Unspecified,Master's Degree,108568.0,True
CUST00463,80.0,Unspecified,Bachelor's Degree,86299.92,True
CUST00464,79.0,Unspecified,Associate Degree,36233.34,True
CUST00465,23.0,Male,PhD,73148.94,False
CUST00466,44.0,Female,Bachelor's Degree,147579.18,True
CUST00467,37.0,Unspecified,High School,134625.44,True
CUST00468,77.0,Unspecified,Master's Degree,22271.4,False
CUST00469,24.0,Male,Master's Degree,33541.18,True
CUST00470,40.0,Female,High School,94795.22,False
CUST00471,69.0,Unspecified,PhD,140211.8,True
CUST00472,69.0,Female,Bachelor's Degree,99136.34,True
CUST00473,34.0,Female,Bachelor's Degree,26608.33,False
CUST00474,66.0,Female,Associate Degree,149186.16,False
CUST00475,59.0,Unspecified,High School,79708.3,True
CUST00476,41.0,Female,Associate Degree,138542.31,True
CUST00477,80.0,Unspecified,High School,120562.32,True
CUST00478,75.0,Female,Bachelor's Degree,105666.17,True
CUST00479,68.0,Unspecified,Bachelor's Degree,142636.02,False
CUST00480,28.0,Male,PhD,26544.16,False
CUST00481,21.0,Male,PhD,86671.63,True
CUST00482,67.0,Female,Master's Degree,20200.25,False
CUST00483,48.0,Female,Bachelor's Degree,97678.51,True
CUST00484,34.0,Female,Bachelor's Degree,57531.07,True
CUST00485,37.0,Female,Associate Degree,47457.81,False
CUST00486,78.0,Male,Master's Degree,127529.93,True
CUST00487,34.0,Female,High School,54423.92,False
CUST00488,39.0,Unspecified,Master's Degree,31830.49,False
CUST00489,80.0,Male,Master's Degree,22373.33,False
CUST00490,28.0,Female,PhD,123097.85,True
CUST00491,52.0,Female,Associate Degree,116814.99,False
CUST00492,59.0,Female,Associate Degree,80261.5,False
CUST00493,27.0,Female,Bachelor's Degree,132333.19,True
CUST00494,73.0,Female,PhD,129018.07,True
CUST00495,72.0,Male,PhD,146158.76,True
CUST00496,62.0,Male,Master's Degree,112113.88,True
CUST00497,47.0,Male,Bachelor's Degree,91142.35,True
CUST00498,40.0,Unspecified,Associate Degree,139716.2,False
CUST00499,32.0,Unspecified,PhD,31310.43,True
CUST00500,57.0,Female,Bachelor's Degree,26377.8,True
CUST00501,23.0,Unspecified,High School,128603.39,True
CUST00502,79.0,Male,High School,139814.68,False
CUST00503,37.0,Unspecified,Master's Degree,139107.92,True
CUST00504,39.0,Male,Bachelor's Degree,114647.18,True
CUST00505,34.0,Female,PhD,27263.02,False
