CustomerID,Age,Income,LoanApproved,Gender_Male,Gender_Unspecified,EducationLevel_Bachelors_Degree,EducationLevel_High_School,EducationLevel_Masters_Degree,EducationLevel_PhD
CUST00224,79.0,127630.41,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST00225,25.0,118215.2,True,0.0,0.0,0.0,0.0,1.0,0.0
CUST00226,76.0,73434.62,False,0.0,0.0,1.0,0.0,0.0,0.0
CUST00227,38.0,112929.74,True,0.0,0.0,0.0,0.0,1.0,0.0
CUST00228,45.0,109696.83,True,0.0,1.0,1.0,0.0,0.0,0.0
CUST00229,74.0,52566.31,False,1.0,0.0,0.0,1.0,0.0,0.0
CUST00230,54.0,72005.22,True,1.0,0.0,0.0,1.0,0.0,0.0
CUST00231,78.0,136065.69,False,0.0,1.0,0.0,0.0,1.0,0.0
CUST00232,62.0,42592.35,True,0.0,1.0,0.0,0.0,1.0,0.0
CUST00233,78.0,55839.88,True,1.0,0.0,0.0,0.0,0.0,0.0
CUST00234,53.0,140550.13,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST00235,34.0,140040.48,True,0.0,0.0,0.0,0.0,1.0,0.0
CUST00236,69.0,48329.39,False,0.0,0.0,0.0,0.0,0.0,0.0
CUST00237,67.0,75065.49,True,1.0,0.0,0.0,1.0,0.0,0.0
CUST00238,47.0,100922.64,False,0.0,0.0,1.0,0.0,0.0,0.0
CUST00239,22.0,20402.76,False,1.0,0.0,1.0,0.0,0.0,0.0
CUST00240,24.0,62530.41,False,0.0,0.0,1.0,0.0,0.0,0.0
CUST00241,71.0,52731.69,True,0.0,1.0,1.0,0.0,0.0,0.0
CUST00242,25.0,141455.56,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST00243,20.0,41315.2,True,0.0,0.0,0.0,1.0,0.0,0.0
CUST00244,47.0,124166.85,True,1.0,0.0,0.0,1.0,0.0,0.0
CUST00245,50.0,47873.35,True,1.0,0.0,0.0,1.0,0.0,0.0
CUST00246,77.0,70694.89,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST00247,18.0,74487.95,True,1.0,0.0,1.0,0.0,0.0,0.0
CUST00248,26.0,110594.58,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST00249,51.0,103603.11,False,0.0,1.0,1.0,0.0,0.0,0.0
CUST00250,20.0,139874.65,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST00251,27.0,100012.73,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST00252,45.0,63433.08,True,1.0,0.0,0.0,0.0,1.0,0.0
CUST00253,24.0,126148.97,True,0.0,0.0,0.0,0.0,1.0,0.0
CUST00254,71.0,23414.49,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST00255,74.0,63791.4,True,0.0,1.0,1.0,0.0,0.0,0.0
CUST00256,45.0,90865.36,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST00257,19.0,137681.64,True,0.0,0.0,1.0,0.0,0.0,0.0
CUST00258,44.0,54127.13,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST00259,22.0,87523.98,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST00260,29.0,95833.71,True,0.0,1.0,0.0,1.0,0.0,0.0
CUST00261,46.0,129699.42,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST00262,68.0,81146.41,True,0.0,0.0,1.0,0.0,0.0,0.0
CUST00263,78.0,147145.28,True,0.0,0.0,0.0,1.0,0.0,0.0
CUST00264,53.0,69333.2,False,0.0,0.0,0.0,0.0,1.0,0.0
CUST00265,58.0,136051.71,False,0.0,1.0,0.0,0.0,0.0,0.0
CUST00266,43.0,119676.7,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST00267,40.0,130469.54,True,0.0,1.0,0.0,0.0,1.0,0.0
CUST00268,46.0,77631.23,False,1.0,0.0,0.0,1.0,0.0,0.0
CUST00269,35.0,125914.03,True,0.0,1.0,1.0,0.0,0.0,0.0
CUST00270,70.0,85289.24,True,1.0,0.0,0.0,0.0,1.0,0.0
CUST00271,52.0,98419.77,False,0.0,0.0,1.0,0.0,0.0,0.0
CUST00272,66.0,32972.56,False,0.0,1.0,0.0,0.0,1.0,0.0
CUST00273,29.0,80748.13,True,0.0,1.0,0.0,0.0,1.0,0.0
CUST00274,53.0,61258.89,False,0.0,0.0,0.0,0.0,0.0,1.0
CUST00275,57.0,84721.54,False,0.0,0.0,0.0,0.0,0.0,0.0
CUST00276,76.0,106237.68,True,0.0,0.0,0.0,1.0,0.0,0.0
CUST00277,57.0,87410.51,False,1.0,0.0,0.0,0.0,0.0,0.0
CUST00278,65.0,38082.67,False,0.0,1.0,1.0,0.0,0.0,0.0
CUST00279,71.0,107805.83,False,0.0,1.0,0.0,0.0,1.0,0.0
CUST00280,46.0,30224.16,True,0.0,0.0,0.0,0.0,0.0,0.0
CUST00281,40.0,137172.01,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST00282,72.0,82116.73,True,1.0,0.0,0.0,0.0,1.0,0.0
CUST00283,76.0,36204.15,True,0.0,1.0,1.0,0.0,0.0,0.0
CUST00284,41.0,122805.52,True,0.0,1.0,1.0,0.0,0.0,0.0
CUST00285,72.0,33506.62,False,0.0,1.0,0.0,0.0,0.0,1.0
CUST00286,50.0,145576.6,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST00287,22.0,96442.4,True,1.0,0.0,1.0,0.0,0.0,0.0
CUST00288,75.0,83847.8,True,0.0,0.0,1.0,0.0,0.0,0.0
CUST00289,36.0,52930.55,False,0.0,1.0,1.0,0.0,0.0,0.0
CUST00290,60.0,63418.88,True,0.0,1.0,0.0,1.0,0.0,0.0
CUST00291,40.0,49774.08,False,0.0,0.0,1.0,0.0,0.0,0.0
CUST00292,58.0,149915.6,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST00293,80.0,107227.96,True,0.0,1.0,1.0,0.0,0.0,0.0
CUST00294,59.0,62967.39,True,0.0,0.0,0.0,0.0,1.0,0.0
CUST00295,25.0,143971.92,False,0.0,0.0,0.0,1.0,0.0,0.0
CUST00296,51.0,102853.71,True,0.0,1.0,0.0,1.0,0.0,0.0
CUST00297,77.0,21217.3,True,0.0,1.0,0.0,0.0,0.0,1.0
CUST00298,25.0,98087.07,False,0.0,0.0,0.0,0.0,1.0,0.0
CUST00299,65.0,42824.09,False,0.0,1.0,1.0,0.0,0.0,0.0
CUST00300,35.0,143329.66,True,1.0,0.0,0.0,1.0,0.0,0.0
CUST00301,62.0,46135.5,False,0.0,0.0,0.0,1.0,0.0,0.0
CUST00302,76.0,132918.01,False,0.0,1.0,0.0,1.0,0.0,0.0
CUST00303,58.0,84647.98,True,0.0,0.0,1.0,0.0,0.0,0.0
CUST00304,57.0,53140.2,False,0.0,1.0,0.0,1.0,0.0,0.0
CUST00305,35.0,73431.65,True,0.0,1.0,0.0,0.0,1.0,0.0
CUST00306,71.0,111823.25,False,1.0,0.0,0.0,0.0,0.0,0.0
CUST00307,25.0,107196.94,True,1.0,0.0,0.0,0.0,1.0,0.0
CUST00308,39.0,77542.67,False,0.0,1.0,0.0,0.0,0.0,0.0
CUST00309,68.0,146160.66,False,0.0,0.0,0.0,0.0,0.0,1.0
CUST00310,35.0,96155.59,False,0.0,0.0,0.0,0.0,0.0,1.0
CUST00311,50.0,127713.1,True,0.0,0.0,0.0,0.0,1.0,0.0
CUST00312,57.0,116510.1,True,1.0,0.0,0.0,0.0,0.0,0.0
CUST00313,33.0,47333.86,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST00314,60.0,142479.08,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST00315,40.0,81722.91,False,1.0,0.0,0.0,0.0,1.0,0.0
CUST00316,21.0,37184.51,False,0.0,0.0,0.0,0.0,0.0,1.0
CUST00317,57.0,42654.02,False,1.0,0.0,0.0,0.0,1.0,0.0
CUST00318,58.0,146448.69,True,1.0,0.0,0.0,1.0,0.0,0.0
CUST00319,41.0,99601.67,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST00320,63.0,28816.8,False,0.0,0.0,0.0,0.0,1.0,0.0
CUST00321,69.0,139150.0,True,0.0,0.0,0.0,0.0,0.0,1.0
CUST00322,79.0,114230.23,False,0.0,1.0,1.0,0.0,0.0,0.0
CUST00323,50.0,108997.16,True,0.0,0.0,1.0,0.0,0.0,0.0
CUST00324,77.0,34546.23,True,1.0,0.0,0.0,0.0,0.0,1.0
CUST00325,38.0,59855.83,True,1.0,0.0,0.0,1.0,0.0,0.0
CUST00326,60.0,80868.15,True,0.0,0.0,0.0,0.0,1.0,0.0
CUST00327,59.0,71113.16,True,0.0,1.0,0.0,0.0,1.0,0.0
CUST00328,31.0,48123.96,True,0.0,1.0,0.0,1.0,0.0,0.0
CUST00329,58.0,95659.07,False,0.0,0.0,0.0,1.0,0.0,0.0
CUST00330,50.0,20868.88,False,0.0,0.0,0.0,0.0,0.0,1.0
CUST00331,37.0,41434.25,True,0.0,0.0,0.0,0.0,1.0,0.0
CUST00332,45.0,30184.38,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST00333,36.0,91855.77,True,0.0,1.0,0.0,0.0,0.0,0.0
CUST00334,40.0,63133.12,True,0.0,1.0,1.0,0.0,0.0,0.0
CUST00335,19.0,31486.75,False,0.0,1.0,1.0,0.0,0.0,0.0
CUST00336,25.0,53780.82,True,0.0,0.0,0.0,1.0,0.0,0.0
CUST00337,30.0,113247.78,True,0.0,1.0,1.0,0.0,0.0,0.0
