CustomerID,Age,Income,Gender_Male,Gender_Unspecified,EducationLevel_Bachelors_Degree,EducationLevel_High_School,EducationLevel_Masters_Degree,EducationLevel_PhD,label
CUST00065,57.0,20599.05,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00066,76.0,20417.21,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST00067,72.0,55311.11,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST00068,68.0,69342.23,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST00069,73.0,118952.09,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST00070,67.0,43895.2,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST00071,65.0,25088.23,0.0,1.0,0.0,0.0,0.0,1.0,0
CUST00072,55.0,146846.21,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST00073,73.0,95625.64,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST00074,27.0,57497.14,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST00075,70.0,62776.43,0.0,0.0,0.0,0.0,0.0,1.0,0
CUST00076,19.0,79943.48,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00077,36.0,29299.5,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00078,18.0,85212.75,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00079,54.0,40299.48,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00080,35.0,148700.56,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST00081,55.0,24481.05,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST00082,41.0,100170.69,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00083,75.0,91826.19,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00084,63.0,149026.8,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00085,59.0,22171.33,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00086,26.0,34942.2,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00087,77.0,111305.12,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST00088,53.0,108896.16,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST00089,34.0,29781.83,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST00090,73.0,129307.47,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00091,26.0,143688.87,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00092,63.0,128354.43,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST00093,21.0,74129.38,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00094,56.0,116060.05,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00095,23.0,46611.87,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST00096,66.0,62787.4,1.0,0.0,0.0,0.0,0.0,1.0,0
CUST00097,25.0,144635.15,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST00098,34.0,80029.45,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00099,69.0,46002.84,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00100,38.0,26010.02,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST00101,40.0,86111.0,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00102,40.0,147036.11,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST00103,60.0,125633.87,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00104,45.0,145198.64,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00105,35.0,50634.64,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST00106,28.0,64962.96,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00107,73.0,143723.66,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST00108,30.0,55368.06,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST00109,18.0,112573.72,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00110,59.0,95497.65,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00111,74.0,138380.42,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST00112,80.0,112321.35,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00113,76.0,25727.35,1.0,0.0,1.0,0.0,0.0,0.0,0
CUST00114,41.0,73475.67,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00115,58.0,72887.15,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00116,60.0,80199.69,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST00117,53.0,61692.71,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00118,57.0,57180.52,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST00119,72.0,40404.83,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST00120,42.0,131292.93,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST00121,19.0,23494.55,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST00122,46.0,131706.27,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST00123,79.0,106735.81,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST00124,78.0,139077.01,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST00125,42.0,47040.74,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST00126,63.0,51456.75,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00127,23.0,52660.51,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00128,42.0,70888.15,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00129,74.0,80146.59,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST00130,44.0,104668.37,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00131,59.0,47943.07,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00132,66.0,98362.34,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST00133,23.0,94374.88,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00134,56.0,51990.69,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST00135,31.0,34116.37,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00136,64.0,109019.85,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST00137,69.0,148966.1,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00138,74.0,79133.18,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST00139,18.0,53856.86,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST00140,69.0,139524.05,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST00141,27.0,140743.02,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST00142,67.0,42775.06,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00143,52.0,20552.22,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST00144,28.0,52232.52,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST00145,40.0,125592.78,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST00146,49.0,122287.44,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00147,23.0,141252.23,1.0,0.0,1.0,0.0,0.0,0.0,0
CUST00148,77.0,44310.57,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00149,78.0,100760.46,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST00150,21.0,41059.1,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST00151,63.0,136357.46,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00152,80.0,66081.45,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST00153,41.0,100761.4,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST00154,37.0,108306.36,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00155,29.0,36579.71,0.0,0.0,0.0,0.0,0.0,1.0,0
CUST00156,78.0,70903.46,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST00157,73.0,35412.83,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST00158,34.0,108142.82,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00159,68.0,62598.81,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00160,44.0,110320.15,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00161,56.0,29315.27,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST00162,76.0,124413.74,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST00163,42.0,90050.98,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST00164,57.0,96092.58,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST00165,47.0,146426.87,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00166,19.0,71811.13,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00167,68.0,98248.85,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00168,71.0,34972.95,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST00169,42.0,141486.27,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST00170,47.0,97231.35,0.0,0.0,0.0,0.0,0.0,1.0,0
CUST00171,35.0,35734.27,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00172,80.0,63240.87,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00173,27.0,146847.16,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST00174,64.0,50840.74,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00175,70.0,136252.18,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00176,49.0,55735.25,1.0,0.0,1.0,0.0,0.0,0.0,0
CUST00177,38.0,31671.61,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST00178,27.0,57716.7,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00179,78.0,85647.1,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST00180,18.0,136927.95,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST00181,74.0,98799.47,0.0,1.0,0.0,0.0,0.0,1.0,0
CUST00182,80.0,88722.95,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST00183,23.0,24914.77,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00184,62.0,51875.38,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00185,61.0,98626.76,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00186,78.0,143319.22,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00187,65.0,57436.49,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST00188,30.0,39545.29,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST00189,74.0,97885.11,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST00190,70.0,111481.37,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST00191,56.0,81747.04,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST00192,59.0,64863.85,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00193,49.0,142445.57,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00194,38.0,27499.45,1.0,0.0,0.0,0.0,0.0,1.0,0
CUST00195,49.0,77511.48,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST00196,20.0,32348.23,1.0,0.0,0.0,0.0,0.0,1.0,0
CUST00197,60.0,147937.76,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00198,80.0,24364.38,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST00199,79.0,23867.76,1.0,0.0,0.0,0.0,0.0,1.0,0
CUST00200,58.0,98697.63,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST00201,65.0,105164.72,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST00202,66.0,95793.13,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST00203,59.0,74663.17,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00204,21.0,56464.36,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST00205,49.0,73000.78,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00206,46.0,125833.19,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST00207,37.0,123048.51,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00208,55.0,77961.34,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00209,80.0,111761.87,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST00210,76.0,49650.12,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST00211,50.0,70897.69,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00212,23.0,94765.53,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00213,29.0,38636.29,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST00214,33.0,126777.31,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST00215,51.0,56414.12,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00216,49.0,131258.35,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST00217,50.0,30152.24,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST00218,56.0,121541.85,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00219,35.0,149124.41,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00220,74.0,134124.99,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST00221,31.0,139331.98,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00222,19.0,128243.67,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00223,32.0,58904.37,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00224,78.0,89891.97,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST00225,37.0,21097.15,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00226,73.0,36390.79,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST00227,27.0,99429.89,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST00228,59.0,96074.25,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00229,80.0,127603.1,1.0,0.0,1.0,0.0,0.0,0.0,0
CUST00230,25.0,33779.64,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST00231,47.0,68096.58,1.0,0.0,1.0,0.0,0.0,0.0,0
CUST00232,32.0,137368.92,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00233,75.0,134497.54,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST00234,37.0,57607.2,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST00235,21.0,53776.75,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00236,77.0,67792.9,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST00237,33.0,87237.75,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00238,76.0,97605.27,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST00239,32.0,106751.2,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00240,78.0,130417.81,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST00241,38.0,113255.74,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00242,54.0,99567.09,1.0,0.0,0.0,1.0,0.0,0.0,0
CUST00243,21.0,72592.41,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST00244,72.0,24971.24,0.0,1.0,0.0,1.0,0.0,0.0,1
CUST00245,45.0,48372.15,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST00246,75.0,100394.15,1.0,0.0,1.0,0.0,0.0,0.0,0
CUST00247,50.0,90364.23,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST00248,80.0,132460.59,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00249,77.0,51462.71,0.0,1.0,0.0,0.0,0.0,1.0,0
CUST00250,66.0,139882.16,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST00251,22.0,23364.33,0.0,0.0,0.0,0.0,1.0,0.0,0
CUST00252,64.0,47676.16,1.0,0.0,0.0,0.0,0.0,1.0,0
CUST00253,25.0,124457.96,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00254,70.0,102124.87,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST00255,71.0,87613.78,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST00256,78.0,137354.17,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00257,25.0,71208.69,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST00258,39.0,90347.02,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST00259,43.0,137411.09,1.0,0.0,0.0,0.0,0.0,0.0,0
CUST00260,41.0,53315.66,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00261,35.0,123142.94,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST00262,75.0,114252.69,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00263,47.0,54948.46,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST00264,44.0,98775.56,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST00265,31.0,104208.96,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST00266,43.0,27223.97,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00267,21.0,40541.32,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST00268,65.0,128243.26,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST00269,70.0,79682.24,1.0,0.0,1.0,0.0,0.0,0.0,0
CUST00270,28.0,142620.15,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00271,72.0,143016.04,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST00272,25.0,72904.06,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST00273,46.0,136234.97,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00274,62.0,94296.26,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST00275,60.0,136544.99,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00276,71.0,112845.57,0.0,1.0,0.0,1.0,0.0,0.0,0
CUST00277,47.0,91813.9,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST00278,45.0,37330.01,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00279,55.0,61088.95,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST00280,69.0,145475.92,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00281,18.0,109097.19,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00282,25.0,91147.87,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST00283,41.0,115989.03,0.0,0.0,0.0,0.0,0.0,0.0,1
CUST00284,46.0,141694.53,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00285,31.0,100696.43,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00286,21.0,66195.19,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00287,42.0,27652.51,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST00288,53.0,128203.03,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST00289,23.0,127660.42,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00290,70.0,122397.63,1.0,0.0,0.0,0.0,1.0,0.0,0
CUST00291,63.0,101455.57,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST00292,53.0,41521.73,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00293,48.0,140971.86,1.0,0.0,0.0,0.0,0.0,1.0,1
CUST00294,74.0,43468.32,0.0,0.0,0.0,0.0,0.0,1.0,0
CUST00295,69.0,89740.01,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00296,21.0,107233.15,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00297,22.0,60411.9,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00298,40.0,47371.65,0.0,1.0,0.0,0.0,0.0,0.0,0
CUST00299,68.0,47527.04,1.0,0.0,1.0,0.0,0.0,0.0,0
CUST00300,36.0,29707.34,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST00301,78.0,65980.9,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST00302,30.0,146395.33,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST00303,18.0,119977.08,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST00304,58.0,96536.62,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00305,52.0,97351.95,1.0,0.0,1.0,0.0,0.0,0.0,1
CUST00306,33.0,39701.42,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST00307,38.0,76136.18,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00308,78.0,24374.73,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00309,37.0,85863.13,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST00310,69.0,109661.87,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00311,55.0,97808.49,0.0,0.0,1.0,0.0,0.0,0.0,0
CUST00312,33.0,55886.05,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00313,31.0,131666.72,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST00314,50.0,71317.65,1.0,0.0,0.0,0.0,0.0,0.0,1
CUST00315,51.0,92053.57,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00316,53.0,57868.62,1.0,0.0,0.0,0.0,0.0,1.0,0
CUST00317,74.0,142245.9,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00318,19.0,126849.69,0.0,1.0,1.0,0.0,0.0,0.0,0
CUST00319,44.0,83717.72,0.0,0.0,0.0,0.0,0.0,0.0,0
CUST00320,43.0,90177.73,0.0,1.0,1.0,0.0,0.0,0.0,1
CUST00321,28.0,130869.32,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST00322,22.0,143827.65,0.0,1.0,0.0,0.0,0.0,1.0,1
CUST00323,34.0,68036.7,0.0,1.0,0.0,0.0,0.0,0.0,1
CUST00324,50.0,74870.07,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00325,62.0,68867.63,1.0,0.0,0.0,0.0,0.0,1.0,0
CUST00326,49.0,142388.04,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00327,73.0,136411.48,0.0,0.0,1.0,0.0,0.0,0.0,1
CUST00328,73.0,76460.76,1.0,0.0,0.0,1.0,0.0,0.0,1
CUST00329,31.0,129995.65,0.0,0.0,0.0,0.0,0.0,1.0,1
CUST00330,70.0,97812.85,0.0,1.0,0.0,0.0,1.0,0.0,1
CUST00331,23.0,40579.0,1.0,0.0,0.0,0.0,1.0,0.0,1
CUST00332,69.0,95057.11,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST00333,40.0,29001.36,0.0,0.0,0.0,1.0,0.0,0.0,0
CUST00334,33.0,20199.41,0.0,1.0,0.0,0.0,1.0,0.0,0
CUST00335,66.0,70186.28,0.0,0.0,0.0,0.0,1.0,0.0,1
CUST00336,24.0,120163.52,0.0,0.0,0.0,1.0,0.0,0.0,1
CUST00337,79.0,100881.97,0.0,1.0,0.0,0.0,0.0,1.0,1
